t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1788093056.8,0.00,703.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093057.0,0.00,700.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093057.2,0.00,699.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093057.4,0.00,698.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093057.6,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093057.8,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.027,8.36,92.0,42.0,0.0
1788093058.0,0.00,698.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093058.2,0.00,698.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093058.4,0.00,699.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093058.6,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093058.8,0.00,701.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.040,8.36,92.0,42.0,0.0
1788093059.0,0.00,704.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.55,1.040,8.36,92.0,42.0,0.0
1788093059.3,0.00,704.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.040,8.36,92.0,42.0,0.0
1788093059.5,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093059.7,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093059.9,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093060.1,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093060.3,0.00,702.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,13.63,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093060.5,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093060.7,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093060.9,0.00,697.8,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093061.1,0.00,695.8,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093061.3,0.00,696.2,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.078,8.36,92.0,42.0,0.0
1788093061.5,0.00,698.0,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,42.0,0.0
1788093061.7,0.00,694.5,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.053,8.36,92.0,42.0,0.0
1788093061.9,0.00,692.2,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.078,8.36,92.0,43.0,0.0
1788093062.1,0.00,691.8,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.040,8.36,92.0,42.0,0.0
1788093062.3,0.00,692.8,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.027,8.36,92.0,43.0,0.0
1788093062.5,0.00,694.5,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.065,8.36,92.0,43.0,0.0
1788093062.7,0.00,696.2,0,0.260,0.000,0.0000,0,False,False,P,False,84.0,13.63,110100,240.31286,92.94,1.040,8.36,92.0,43.0,0.0
