t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1788072052.7,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.133,9.33,93.0,45.0,0.0
1788072052.9,0.00,708.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.146,9.33,93.0,45.0,0.0
1788072053.1,0.00,708.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,93.73,1.159,9.33,93.0,45.0,0.0
1788072053.3,0.00,706.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,93.73,1.159,9.33,93.0,45.0,0.0
1788072053.5,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.159,9.33,93.0,45.0,0.0
1788072053.7,0.00,715.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,93.73,1.172,9.33,93.0,45.0,0.0
1788072053.9,0.00,720.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.214,9.33,93.0,45.0,0.0
1788072054.1,0.00,725.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.227,9.33,93.0,46.0,0.0
1788072054.3,0.00,732.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.227,9.33,93.0,46.0,0.0
1788072054.5,0.00,743.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.256,9.33,93.0,47.0,0.0
1788072054.7,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.286,9.33,93.0,47.0,0.0
1788072054.9,0.00,763.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.256,9.33,93.0,46.0,0.0
1788072055.1,0.00,768.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.227,9.33,93.0,46.0,0.0
1788072055.3,0.00,767.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.256,9.33,93.0,46.0,0.0
1788072055.5,0.00,769.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.269,9.33,93.0,46.0,0.0
1788072055.7,0.00,766.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.269,9.33,93.0,46.0,0.0
1788072055.9,0.00,767.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.256,9.33,93.0,46.0,0.0
1788072056.1,0.00,765.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,94.12,1.244,9.33,93.0,46.0,0.0
1788072056.3,0.00,765.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,93.73,1.286,9.33,93.0,46.0,0.0
1788072056.5,0.00,767.5,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,93.73,1.269,9.33,93.0,46.0,0.0
1788072056.7,0.00,765.0,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.51,1.269,9.33,93.0,46.0,0.0
1788072056.9,0.00,768.5,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.269,9.33,93.0,46.0,0.0
1788072057.1,0.00,765.0,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,93.73,1.269,9.33,93.0,46.0,0.0
1788072057.3,0.00,767.5,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,93.73,1.269,9.33,93.0,46.0,0.0
1788072057.5,0.00,766.2,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.227,9.33,93.0,46.0,0.0
1788072057.7,0.00,765.8,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.256,9.33,93.0,46.0,0.0
1788072057.9,0.00,761.2,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.269,9.33,93.0,46.0,0.0
1788072058.1,0.00,762.8,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.256,9.33,93.0,46.0,0.0
1788072058.3,0.00,763.2,0,0.260,0.000,0.0000,0,False,False,P,False,82.2,0.00,109770,191.58822,94.12,1.269,9.33,93.0,46.0,0.0
