t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1787922273.3,0.00,758.0,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.57,109120,0.06736,90.59,1.201,0.41,92.0,45.0,0.0
1787922273.5,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.57,109120,0.06736,90.59,1.201,0.41,91.0,45.0,0.0
1787922273.7,0.00,754.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.57,109120,0.06736,90.59,1.172,0.41,91.0,45.0,0.0
1787922273.9,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.57,109120,0.06736,90.59,1.214,0.41,91.0,45.0,0.0
1787922274.1,0.00,753.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.227,0.41,91.0,45.0,0.0
1787922274.3,0.00,751.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.214,0.41,91.0,45.0,0.0
1787922274.5,0.00,752.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.189,0.41,91.0,45.0,0.0
1787922274.7,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.189,0.41,91.0,45.0,0.0
1787922274.9,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.189,0.41,91.0,45.0,0.0
1787922275.1,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.189,0.41,91.0,45.0,0.0
1787922275.3,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.201,0.41,91.0,45.0,0.0
1787922275.5,0.00,755.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.59,1.214,0.41,91.0,45.0,0.0
1787922275.7,0.00,756.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.201,0.41,91.0,45.0,0.0
1787922275.9,0.00,754.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.214,0.41,92.0,45.0,0.0
1787922276.1,0.00,751.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.189,0.41,91.0,45.0,0.0
1787922276.3,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.201,0.41,91.0,45.0,0.0
1787922276.5,0.00,751.8,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.214,0.41,91.0,45.0,0.0
1787922276.7,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.201,0.41,91.0,45.0,0.0
1787922277.0,0.00,750.5,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.60,109120,0.06736,90.20,1.189,0.41,91.0,45.0,0.0
1787922277.2,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.60,109120,0.06736,90.20,1.201,0.41,91.0,45.0,0.0
1787922277.4,0.00,753.8,0,0.260,0.000,0.0000,0,False,False,P,False,78.4,13.59,109120,0.06736,90.20,1.201,0.41,91.0,45.0,0.0
