t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1787960448.1,0.00,0.0,0,0.000,0.000,0.0000,0,False,False,,False,0.0,0.00,0,0.00000,0.00,0.000,0.00,0.0,0.0,0.0
1787960448.3,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.078,10.48,94.0,43.0,0.0
1787960448.5,0.00,699.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.078,10.48,94.0,43.0,0.0
1787960448.7,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.104,10.48,94.0,43.0,0.0
1787960448.9,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.065,10.48,94.0,43.0,0.0
1787960449.1,0.00,703.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.065,10.48,94.0,43.0,0.0
1787960449.3,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.053,10.48,94.0,43.0,0.0
1787960449.5,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.065,10.48,94.0,43.0,0.0
1787960449.7,0.00,704.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.065,10.48,94.0,43.0,0.0
1787960449.9,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,10.25506,95.29,1.053,10.48,94.0,43.0,0.0
1787960450.1,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.078,10.48,94.0,43.0,0.0
1787960450.3,0.00,697.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.133,10.48,94.0,43.0,0.0
1787960450.5,0.00,697.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.040,10.48,94.0,43.0,0.0
1787960450.7,0.00,697.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.078,10.48,94.0,43.0,0.0
1787960450.9,0.00,697.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.091,10.47,94.0,43.0,0.0
1787960451.1,0.00,702.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.065,10.47,94.0,43.0,0.0
1787960451.3,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.065,10.47,94.0,43.0,0.0
1787960451.5,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.065,10.47,94.0,43.0,0.0
1787960451.7,0.00,707.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.053,10.47,94.0,43.0,0.0
1787960451.9,0.00,707.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.065,10.47,94.0,43.0,0.0
1787960452.2,0.00,704.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.078,10.47,94.0,43.0,0.0
1787960452.4,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.104,10.47,94.0,43.0,0.0
1787960452.6,0.00,698.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.065,10.47,93.0,43.0,0.0
1787960452.8,0.00,697.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.104,10.47,94.0,43.0,0.0
1787960453.0,0.00,696.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,0.00,109560,10.25506,95.29,1.091,10.47,94.0,43.0,0.0
1787960453.2,0.00,698.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,1.078,10.47,93.0,43.0,0.0
1787960453.4,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,1.078,10.47,93.0,43.0,0.0
1787960453.6,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.989,10.47,93.0,43.0,0.0
1787960453.8,0.00,690.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.764,10.47,93.0,40.0,0.0
1787960454.0,0.00,745.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.785,10.47,93.0,38.0,0.0
1787960454.2,0.00,749.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.785,10.46,93.0,36.0,0.0
1787960454.4,0.00,747.5,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.764,10.46,93.0,34.0,0.0
1787960454.6,0.00,742.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.683,10.46,93.0,33.0,0.0
1787960454.8,0.00,742.0,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.705,10.46,93.0,32.0,0.0
1787960455.0,0.00,725.8,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.726,10.46,93.0,31.0,0.0
1787960455.2,0.00,713.2,0,0.260,0.000,0.0000,0,False,False,P,False,81.2,13.60,109560,10.25506,95.29,0.726,10.46,93.0,31.0,0.0
