t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1787961865.4,0.00,756.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.244,10.43,88.0,45.0,0.0
1787961865.6,0.00,756.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.227,10.42,88.0,45.0,0.0
1787961865.8,0.00,757.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.201,10.42,88.0,45.0,0.0
1787961866.0,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.244,10.42,88.0,45.0,0.0
1787961866.2,0.00,757.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.244,10.42,88.0,45.0,0.0
1787961866.4,0.00,757.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.214,10.42,88.0,45.0,0.0
1787961866.6,0.00,757.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.214,10.42,88.0,45.0,0.0
1787961866.8,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109560,11.45710,95.29,1.244,10.42,88.0,45.0,0.0
1787961867.0,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.189,10.42,88.0,45.0,0.0
1787961867.2,0.00,758.0,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.214,10.42,88.0,45.0,0.0
1787961867.4,0.00,753.2,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.214,10.42,88.0,45.0,0.0
1787961867.6,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.201,10.42,88.0,45.0,0.0
1787961867.8,0.00,755.0,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.227,10.42,88.0,45.0,0.0
1787961868.0,0.00,757.2,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.214,10.42,88.0,45.0,0.0
1787961868.2,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,69.1,0.00,109560,11.45710,95.29,1.201,10.42,88.0,45.0,0.0
