t,speed,rpm,gear,ratio,mech,slip,tcc,locked,trip_km,fuel_pt,coolant,map,load
1787847148.1,0.00,1373.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847148.6,0.00,1365.8,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847149.1,0.00,1362.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847149.6,0.00,1360.2,0,0.260,0.000,0.0000,0,False,350.74226,23.53,37.0,46.0,0.0
1787847150.1,0.00,1358.8,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847150.6,0.00,1357.2,0,0.260,0.000,0.0000,0,False,350.74226,23.53,37.0,46.0,0.0
1787847151.1,0.00,1342.8,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847151.6,0.00,1338.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,37.0,46.0,0.0
1787847152.1,0.00,1339.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847152.6,0.00,1334.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847153.1,0.00,1329.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847153.6,0.00,1323.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847154.1,0.00,1322.8,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847154.6,0.00,1321.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847155.1,0.00,1314.8,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847155.6,0.00,1310.0,0,0.260,0.000,0.0000,0,False,350.74226,23.53,38.0,46.0,0.0
1787847156.1,0.00,1308.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,38.0,46.0,0.0
1787847156.6,0.00,1302.8,0,0.260,0.000,0.0000,0,False,350.74226,24.71,38.0,46.0,0.0
1787847157.1,0.00,1302.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847157.6,0.00,1297.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847158.1,0.00,1292.0,0,0.260,0.000,0.0000,0,False,350.74226,23.53,39.0,46.0,0.0
1787847158.6,0.00,1285.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847159.1,0.00,1286.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847159.6,0.00,1282.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847160.1,0.00,1278.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847160.6,0.00,1271.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847161.2,0.00,1265.5,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847161.7,0.00,1258.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,39.0,46.0,0.0
1787847162.2,0.00,1261.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,40.0,46.0,0.0
1787847162.7,0.00,1257.0,0,0.260,0.000,0.0000,0,False,350.74226,24.31,40.0,46.0,0.0
1787847163.2,0.00,1248.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,40.0,46.0,0.0
1787847163.7,0.00,1243.2,0,0.260,0.000,0.0000,0,False,350.74226,24.31,40.0,46.0,0.0
1787847164.2,0.00,1237.5,0,0.260,0.000,0.0000,0,False,350.74226,23.53,40.0,46.0,0.0
