t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1787957171.4,0.00,706.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.053,7.77,92.0,42.0,0.0
1787957171.6,0.00,704.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.065,7.77,92.0,42.0,0.0
1787957171.8,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.078,7.77,92.0,42.0,0.0
1787957172.0,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.091,7.77,92.0,42.0,0.0
1787957172.2,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.091,7.77,92.0,42.0,0.0
1787957172.4,0.00,701.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.065,7.77,92.0,42.0,0.0
1787957172.6,0.00,704.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.053,7.77,92.0,42.0,0.0
1787957172.8,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.091,7.77,92.0,42.0,0.0
1787957173.0,0.00,708.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.015,7.77,92.0,42.0,0.0
1787957173.2,0.00,709.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.053,7.77,92.0,42.0,0.0
1787957173.4,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.065,7.77,92.0,42.0,0.0
1787957173.6,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.065,7.77,92.0,42.0,0.0
1787957173.8,0.00,703.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.078,7.77,92.0,42.0,0.0
1787957174.1,0.00,701.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.091,7.77,92.0,42.0,0.0
1787957174.3,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.091,7.77,92.0,42.0,0.0
1787957174.5,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.065,7.77,92.0,42.0,0.0
1787957174.7,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109550,296.51420,95.29,1.078,7.77,92.0,42.0,0.0
