t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1788102378.7,0.00,766.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.75,1.299,11.54,79.0,46.0,0.0
1788102379.0,0.00,772.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.35,1.299,11.54,79.0,46.0,0.0
1788102379.2,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.75,1.299,11.54,79.0,46.0,0.0
1788102379.4,0.00,769.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,81.96,1.269,11.54,79.0,46.0,0.0
1788102379.6,0.00,771.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.75,1.269,11.54,79.0,46.0,0.0
1788102379.8,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.35,1.286,11.54,79.0,46.0,0.0
1788102380.0,0.00,771.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.75,1.269,11.54,79.0,46.0,0.0
1788102380.2,0.00,769.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.35,1.299,11.54,79.0,46.0,0.0
1788102380.4,0.00,769.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,41.63131,82.75,1.312,11.54,79.0,45.0,0.0
1788102380.6,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.54,79.0,45.0,0.0
1788102380.8,0.00,768.5,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.286,11.54,79.0,45.0,0.0
1788102381.0,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.299,11.54,79.0,45.0,0.0
1788102381.2,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.299,11.54,79.0,45.0,0.0
1788102381.4,0.00,769.2,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.54,79.0,45.0,0.0
1788102381.6,0.00,770.5,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,81.96,1.286,11.54,79.0,45.0,0.0
1788102381.8,0.00,769.2,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,81.96,1.269,11.54,79.0,45.0,0.0
1788102382.0,0.00,767.2,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102382.2,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.286,11.53,79.0,45.0,0.0
1788102382.4,0.00,769.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.227,11.53,79.0,45.0,0.0
1788102382.6,0.00,767.8,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.53,79.0,45.0,0.0
1788102382.8,0.00,768.5,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.53,79.0,45.0,0.0
1788102383.0,0.00,768.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.269,11.53,79.0,45.0,0.0
1788102383.2,0.00,766.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.53,79.0,45.0,0.0
1788102383.4,0.00,767.2,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.269,11.53,79.0,45.0,0.0
1788102383.6,0.00,766.0,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102383.8,0.00,765.8,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102384.0,0.00,766.2,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102384.3,0.00,766.8,0,0.260,0.000,0.0000,0,False,False,P,False,67.2,0.00,110150,41.63131,82.35,1.269,11.53,79.0,45.0,0.0
1788102384.5,0.00,767.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102384.7,0.00,766.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102384.9,0.00,766.8,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.286,11.53,79.0,45.0,0.0
1788102385.1,0.00,765.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.214,11.53,79.0,45.0,0.0
1788102385.3,0.00,765.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.269,11.53,79.0,45.0,0.0
1788102385.5,0.00,766.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102385.7,0.00,765.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102385.9,0.00,763.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102386.1,0.00,762.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.256,11.53,79.0,45.0,0.0
1788102386.3,0.00,766.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102386.5,0.00,764.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102386.7,0.00,764.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102386.9,0.00,764.8,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102387.1,0.00,762.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.227,11.53,79.0,45.0,0.0
1788102387.3,0.00,763.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102387.5,0.00,763.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.244,11.53,79.0,45.0,0.0
1788102387.7,0.00,764.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.269,11.53,79.0,45.0,0.0
1788102387.9,0.00,761.8,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.244,11.53,79.0,45.0,0.0
1788102388.1,0.00,763.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.256,11.53,79.0,45.0,0.0
1788102388.3,0.00,763.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102388.5,0.00,760.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,79.0,45.0,0.0
1788102388.7,0.00,761.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.244,11.53,79.0,45.0,0.0
1788102388.9,0.00,761.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.227,11.53,80.0,45.0,0.0
1788102389.1,0.00,762.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.244,11.53,79.0,45.0,0.0
1788102389.3,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.201,11.53,80.0,45.0,0.0
1788102389.5,0.00,759.5,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.189,11.53,80.0,45.0,0.0
1788102389.7,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.244,11.53,80.0,45.0,0.0
1788102389.9,0.00,758.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.35,1.227,11.53,80.0,45.0,0.0
1788102390.1,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.227,11.53,80.0,45.0,0.0
1788102390.3,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.227,11.53,80.0,45.0,0.0
1788102390.6,0.00,758.0,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.256,11.53,80.0,45.0,0.0
1788102390.8,0.00,758.2,0,0.260,0.000,0.0000,0,False,False,P,False,68.2,0.00,110150,41.63131,82.75,1.227,11.53,80.0,45.0,0.0
