t,speed,rpm,gear,ratio,mech,slip,tcc,locked,trip_km,fuel_pt,coolant,map,load
1787836202.6,58.40,1777.2,4,0.730,0.726,1.0055,99.45205479452055,False,268.02496,36.86,89.0,50.0,12.0
1787836203.1,58.19,1634.5,4,0.720,0.726,0.9917,100,True,268.03314,39.22,89.0,52.0,12.0
1787836203.6,58.10,1612.0,4,0.730,0.726,1.0055,99.45205479452055,True,268.04092,40.39,89.0,32.0,1.0
1787836204.1,57.61,1623.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.04910,36.86,89.0,22.0,1.0
1787836204.7,56.64,1587.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.05689,40.39,89.0,21.0,1.0
1787836205.2,56.12,1567.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.06468,35.69,89.0,22.0,0.0
1787836205.7,55.48,1544.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.07246,40.39,89.0,22.0,0.0
1787836206.2,54.53,1520.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.08025,38.04,89.0,22.0,0.0
1787836206.7,53.77,1499.8,4,0.720,0.726,0.9917,100,True,268.08765,42.75,89.0,22.0,0.0
1787836207.2,53.25,1474.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.09505,36.86,89.0,23.0,0.0
1787836207.7,52.48,1451.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.10245,36.86,89.0,23.0,0.0
1787836208.2,51.94,1428.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.10946,40.39,89.0,23.0,0.0
1787836208.7,51.31,1407.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.11646,40.39,89.0,23.0,0.0
1787836209.2,50.48,1386.0,4,0.720,0.726,0.9917,100,True,268.12425,39.22,89.0,23.0,0.0
1787836209.7,49.79,1368.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.13126,36.86,89.0,23.0,0.0
1787836210.2,49.23,1346.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.13827,38.04,89.0,23.0,0.0
1787836210.7,48.52,1327.5,4,0.720,0.726,0.9917,100,True,268.14489,38.04,89.0,24.0,0.0
1787836211.2,47.42,1297.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.15151,40.39,89.0,24.0,0.0
1787836211.7,45.26,1246.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.15813,33.33,89.0,24.0,0.0
1787836212.2,42.96,1177.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.16436,34.90,89.0,23.0,0.0
1787836212.7,40.51,1098.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.17020,31.76,89.0,24.0,0.0
1787836213.2,37.42,1012.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.17643,34.90,89.0,25.0,0.0
1787836213.7,34.07,926.2,4,0.720,0.726,0.9917,100,True,268.18149,35.69,89.0,26.0,0.0
1787836214.2,30.46,822.0,4,0.730,0.726,1.0055,99.45205479452055,True,268.18577,32.16,89.0,28.0,0.0
1787836214.7,27.42,713.8,4,0.720,0.726,0.9917,100,True,268.19006,34.90,89.0,30.0,0.0
1787836215.2,25.88,743.8,3,3.290,1.000,3.2900,30.3951367781155,False,268.19356,36.86,89.0,34.0,0.0
1787836215.7,24.18,806.2,3,3.500,1.000,3.5000,28.57142857142857,False,268.19707,34.90,89.0,38.0,0.0
1787836216.2,22.61,766.8,3,1.010,1.000,1.0100,99.00990099009901,False,268.20018,35.29,89.0,39.0,0.0
1787836216.7,22.11,756.8,3,1.000,1.000,1.0000,100,False,268.20330,44.71,89.0,41.0,0.0
1787836217.2,21.82,747.2,3,1.000,1.000,1.0000,100,False,268.20641,36.47,89.0,41.0,0.0
1787836217.7,21.61,742.0,3,1.000,1.000,1.0000,100,False,268.20953,41.57,89.0,42.0,0.0
1787836218.2,21.35,739.8,3,1.000,1.000,1.0000,100,False,268.21225,36.86,89.0,43.0,2.0
1787836218.7,21.06,885.5,3,1.000,1.000,1.0000,100,False,268.21537,38.04,89.0,45.0,2.0
1787836219.2,20.98,1091.8,3,1.000,1.000,1.0000,100,False,268.21887,41.57,89.0,65.0,32.0
1787836219.7,22.09,1721.8,3,1.000,1.000,1.0000,100,False,268.22199,38.04,89.0,94.0,38.0
1787836220.2,23.92,1859.8,3,1.000,1.000,1.0000,100,False,268.22510,45.49,89.0,93.0,32.0
1787836220.8,25.36,1367.8,3,1.000,1.000,1.0000,100,False,268.22861,41.57,89.0,53.0,8.0
1787836221.3,25.58,1154.8,3,1.000,1.000,1.0000,100,False,268.23211,40.39,89.0,51.0,10.0
1787836221.8,25.99,1262.5,3,1.000,1.000,1.0000,100,False,268.23562,38.04,89.0,59.0,11.0
1787836222.3,26.23,1376.8,3,0.990,1.000,0.9900,100,False,268.23912,42.75,89.0,64.0,13.0
1787836222.8,26.85,1460.5,3,1.000,1.000,1.0000,100,False,268.24301,38.04,89.0,71.0,17.0
1787836223.3,27.73,1610.5,3,1.000,1.000,1.0000,100,False,268.24652,47.06,89.0,80.0,20.0
1787836223.8,28.71,1683.8,3,1.000,1.000,1.0000,100,False,268.25041,39.22,89.0,81.0,21.0
1787836224.3,30.00,1711.2,3,1.000,1.000,1.0000,100,False,268.25470,40.39,89.0,82.0,22.0
1787836224.8,31.15,1756.5,3,1.000,1.000,1.0000,100,False,268.25898,38.04,89.0,83.0,24.0
1787836225.3,32.16,1809.5,3,1.000,1.000,1.0000,100,False,268.26326,46.27,89.0,84.0,25.0
1787836225.8,33.31,1824.2,3,1.000,1.000,1.0000,100,False,268.26755,43.92,89.0,84.0,25.0
1787836226.3,34.55,1842.0,3,1.000,1.000,1.0000,100,False,268.27222,38.04,89.0,84.0,25.0
1787836226.8,35.47,1869.5,3,1.000,1.000,1.0000,100,False,268.27728,42.75,89.0,84.0,25.0
1787836227.3,36.66,1887.2,3,1.000,1.000,1.0000,100,False,268.28195,40.39,89.0,84.0,25.0
1787836227.8,37.94,1899.0,3,1.000,1.000,1.0000,100,False,268.28818,42.75,89.0,84.0,25.0
1787836228.3,39.02,1923.8,3,1.000,1.000,1.0000,100,False,268.29364,40.39,89.0,84.0,26.0
1787836228.8,40.04,1945.0,3,1.000,1.000,1.0000,100,False,268.29909,40.39,89.0,84.0,26.0
1787836229.3,41.05,1958.5,3,1.000,1.000,1.0000,100,False,268.30454,39.22,89.0,84.0,26.0
1787836229.8,42.23,1977.5,3,1.000,1.000,1.0000,100,False,268.31038,40.39,89.0,84.0,26.0
1787836230.3,43.21,1959.2,3,1.000,1.000,1.0000,100,False,268.31622,39.22,89.0,81.0,12.0
1787836230.8,43.33,1691.0,3,1.000,1.000,1.0000,100,False,268.32284,43.92,89.0,49.0,1.0
1787836231.3,42.82,1473.8,3,1.000,1.000,1.0000,100,False,268.32907,35.69,89.0,27.0,1.0
1787836231.8,41.78,1217.8,3,1.000,1.000,1.0000,100,False,268.33491,39.22,89.0,26.0,1.0
1787836232.3,41.02,1247.5,3,1.000,1.000,1.0000,100,False,268.34036,36.86,89.0,25.0,1.0
1787836232.8,40.29,1483.2,3,1.000,1.000,1.0000,100,False,268.34620,36.86,89.0,29.0,14.0
1787836233.3,40.62,1771.0,3,1.000,1.000,1.0000,100,False,268.35165,40.39,89.0,51.0,16.0
1787836233.8,40.84,1594.0,3,1.000,1.000,1.0000,100,False,268.35749,40.39,89.0,34.0,1.0
1787836234.3,40.33,1382.2,3,1.000,1.000,1.0000,100,False,268.36295,38.04,89.0,24.0,1.0
1787836234.8,39.54,1275.8,3,1.000,1.000,1.0000,100,False,268.36840,41.57,89.0,24.0,1.0
1787836235.3,38.90,1204.5,3,1.000,1.000,1.0000,100,False,268.37385,35.69,89.0,24.0,10.0
1787836235.8,38.74,1638.8,3,1.000,1.000,1.0000,100,False,268.37930,39.22,89.0,42.0,11.0
1787836236.3,39.11,1736.5,3,1.000,1.000,1.0000,100,False,268.38436,44.71,89.0,55.0,18.0
1787836236.9,40.24,2082.2,3,1.000,1.000,1.0000,100,False,268.38981,40.39,89.0,88.0,35.0
1787836237.4,41.70,2148.0,2,3.560,1.498,2.3765,42.07865168539326,False,268.39565,42.75,89.0,90.0,37.0
1787836237.9,42.81,2700.5,2,1.460,1.498,0.9746,100,False,268.40150,38.04,89.0,89.0,42.0
1787836238.4,44.61,2868.5,2,1.500,1.498,1.0013,99.86666666666667,False,268.40734,44.71,89.0,88.0,44.0
1787836238.9,47.11,2992.5,2,1.490,1.498,0.9947,100,False,268.41357,40.39,89.0,87.0,44.0
1787836239.4,49.31,3110.5,2,1.500,1.498,1.0013,99.86666666666667,False,268.42135,40.39,89.0,86.0,44.0
1787836239.9,51.23,3225.2,2,1.500,1.498,1.0013,99.86666666666667,False,268.42797,42.75,89.0,85.0,45.0
1787836240.4,53.61,3331.8,2,1.500,1.498,1.0013,99.86666666666667,False,268.43537,46.27,89.0,84.0,45.0
1787836240.9,55.86,3441.2,2,1.500,1.498,1.0013,99.86666666666667,False,268.44277,42.75,89.0,83.0,45.0
1787836241.4,57.79,3551.8,3,1.500,1.000,1.5000,66.66666666666666,False,268.45056,35.69,89.0,82.0,45.0
1787836241.9,59.59,3369.0,3,1.400,1.000,1.4000,71.42857142857143,False,268.45874,47.06,89.0,82.0,45.0
1787836242.4,60.71,2689.2,3,1.000,1.000,1.0000,100,False,268.46691,39.22,89.0,90.0,45.0
1787836242.9,62.42,2736.0,3,1.000,1.000,1.0000,100,False,268.47548,45.49,89.0,91.0,47.0
1787836243.4,63.63,2781.8,3,1.000,1.000,1.0000,100,False,268.48599,35.69,89.0,91.0,48.0
1787836243.9,65.07,2834.0,3,1.000,1.000,1.0000,100,False,268.49495,44.71,89.0,91.0,48.0
1787836244.4,66.47,2872.8,3,1.000,1.000,1.0000,100,False,268.50390,39.22,89.0,90.0,48.0
1787836244.9,67.67,2766.8,3,1.000,1.000,1.0000,100,False,268.51325,44.71,89.0,79.0,11.0
1787836245.4,67.61,2652.2,4,1.000,0.726,1.3774,72.6,False,268.52121,36.86,89.0,36.0,9.0
1787836245.9,67.17,2070.0,4,0.800,0.726,1.1019,90.75,False,268.53056,38.04,89.0,24.0,1.0
1787836246.4,66.71,1921.2,4,0.730,0.726,1.0055,99.45205479452055,False,268.53990,32.55,89.0,31.0,10.0
1787836246.9,66.15,2034.0,4,0.730,0.726,1.0055,99.45205479452055,False,268.54886,35.69,89.0,49.0,20.0
1787836247.4,66.41,2101.2,4,0.730,0.726,1.0055,99.45205479452055,False,268.55821,47.45,89.0,68.0,21.0
1787836247.9,66.93,2119.8,4,0.730,0.726,1.0055,99.45205479452055,False,268.56755,34.90,89.0,69.0,21.0
1787836248.4,67.07,2125.0,4,0.730,0.726,1.0055,99.45205479452055,False,268.57651,44.71,89.0,70.0,21.0
1787836248.9,67.46,1892.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.58585,33.33,89.0,73.0,21.0
1787836249.4,67.88,1907.0,4,0.730,0.726,1.0055,99.45205479452055,True,268.59520,44.71,89.0,75.0,21.0
1787836249.9,68.32,1919.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.60454,35.69,89.0,75.0,21.0
1787836250.4,68.64,1929.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.61428,46.27,89.0,75.0,21.0
1787836251.0,68.95,1938.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.62440,40.39,89.0,75.0,22.0
1787836251.5,69.24,1937.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.63414,35.69,89.0,45.0,1.0
1787836252.0,68.57,1921.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.64348,36.86,89.0,23.0,1.0
1787836252.5,67.84,1879.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.65283,34.90,89.0,21.0,1.0
1787836253.0,67.05,1852.0,4,0.730,0.726,1.0055,99.45205479452055,True,268.66217,42.75,89.0,21.0,1.0
1787836253.5,66.23,1830.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.67152,34.12,89.0,20.0,1.0
1787836254.0,65.13,1805.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.68047,33.33,89.0,20.0,1.0
1787836254.5,64.26,1774.2,4,0.730,0.726,1.0055,99.45205479452055,True,268.68943,34.90,89.0,20.0,1.0
1787836255.0,63.31,1750.8,4,0.730,0.726,1.0055,99.45205479452055,True,268.69839,36.86,89.0,20.0,1.0
1787836255.5,62.87,1731.8,4,0.720,0.726,0.9917,100,True,268.70695,35.69,89.0,20.0,0.0
1787836256.0,62.18,1708.5,4,0.730,0.726,1.0055,99.45205479452055,True,268.71669,41.57,89.0,20.0,0.0
1787836256.5,60.79,1602.2,3,3.440,1.000,3.4400,29.069767441860467,False,268.72525,35.69,89.0,22.0,0.0
1787836257.0,59.60,2117.8,2,3.560,1.498,2.3765,42.07865168539326,False,268.73343,33.73,89.0,20.0,0.0
1787836257.5,58.10,2241.2,2,3.750,1.498,2.5033,39.94666666666667,False,268.74161,46.27,89.0,20.0,0.0
1787836258.0,55.21,3114.5,2,1.490,1.498,0.9947,100,False,268.74940,25.49,89.0,17.0,0.0
1787836258.5,51.87,2929.0,2,1.500,1.498,1.0013,99.86666666666667,False,268.75679,32.94,89.0,17.0,0.0
1787836259.0,47.77,2674.0,2,1.490,1.498,0.9947,100,False,268.76536,24.31,89.0,18.0,0.0
1787836259.5,43.64,2449.2,2,1.500,1.498,1.0013,99.86666666666667,False,268.77159,33.33,89.0,19.0,0.0
1787836260.0,39.88,2216.2,2,1.490,1.498,0.9947,100,False,268.77743,29.41,89.0,20.0,0.0
1787836260.5,36.49,1997.8,2,1.490,1.498,0.9947,100,False,268.78249,31.76,89.0,20.0,0.0
1787836261.0,33.88,1804.5,2,1.500,1.498,1.0013,99.86666666666667,False,268.78755,34.90,89.0,20.0,0.0
1787836261.5,31.48,1624.8,2,1.500,1.498,1.0013,99.86666666666667,False,268.79184,30.59,89.0,20.0,0.0
1787836262.0,29.27,1472.5,2,1.500,1.498,1.0013,99.86666666666667,False,268.79612,42.75,89.0,22.0,0.0
1787836262.5,27.20,1329.8,2,1.490,1.498,0.9947,100,False,268.80002,30.59,89.0,23.0,0.0
1787836263.0,25.41,1261.0,2,1.500,1.498,1.0013,99.86666666666667,False,268.80352,38.04,89.0,24.0,0.0
1787836263.5,23.72,1107.0,2,1.500,1.498,1.0013,99.86666666666667,False,268.80702,32.16,89.0,24.0,0.0
1787836264.0,22.02,993.0,2,1.500,1.498,1.0013,99.86666666666667,False,268.81014,41.57,89.0,26.0,0.0
1787836264.5,19.59,904.2,2,1.500,1.498,1.0013,0,False,268.81325,34.90,89.0,31.0,0.0
1787836265.0,17.51,814.2,2,1.500,1.498,1.0013,0,False,268.81637,33.73,89.0,36.0,0.0
1787836265.6,15.22,773.5,2,1.500,1.498,1.0013,0,False,268.81871,43.92,89.0,42.0,0.0
1787836266.1,14.03,757.8,2,1.490,1.498,0.9947,0,False,268.82065,32.94,89.0,43.0,0.0
1787836266.6,12.72,734.8,2,1.500,1.498,1.0013,0,False,268.82260,35.29,88.0,44.0,0.0
1787836267.1,11.32,709.5,2,1.500,1.498,1.0013,0,False,268.82416,33.73,88.0,46.0,0.0
1787836267.6,10.19,716.2,1,4.100,2.816,1.4560,0,False,268.82571,45.49,88.0,51.0,0.0
1787836268.1,8.72,745.5,1,4.630,2.816,1.6442,0,False,268.82727,34.12,88.0,48.0,0.0
1787836268.6,7.13,716.5,1,5.010,2.816,1.7791,0,False,268.82844,38.04,88.0,45.0,0.0
1787836269.1,5.29,692.8,1,2.830,2.816,1.0050,0,False,268.82922,36.86,88.0,47.0,0.0
1787836269.6,3.84,693.8,1,2.750,2.816,0.9766,0,False,268.83000,39.22,88.0,55.0,0.0
1787836270.1,2.70,719.8,1,2.820,2.816,1.0014,0,False,268.83039,41.57,88.0,54.0,0.0
1787836270.6,1.68,710.8,1,2.820,2.816,1.0014,0,False,268.83078,34.90,88.0,54.0,0.0
1787836271.1,0.80,710.0,1,2.820,2.816,1.0014,0,False,268.83078,41.57,88.0,54.0,0.0
1787836271.6,0.00,701.0,1,2.820,2.816,1.0014,0,False,268.83078,36.86,88.0,53.0,0.0
1787836272.1,0.00,693.8,1,2.820,2.816,1.0014,0,False,268.83078,45.49,88.0,53.0,0.0
1787836272.6,0.00,685.8,1,2.820,2.816,1.0014,0,False,268.83078,32.94,88.0,53.0,0.0
1787836273.1,0.00,674.0,1,2.820,2.816,1.0014,0,False,268.83078,44.71,88.0,53.0,0.0
1787836273.6,0.00,677.8,1,2.820,2.816,1.0014,0,False,268.83078,38.04,88.0,53.0,0.0
1787836274.1,0.00,685.5,1,2.820,2.816,1.0014,0,False,268.83078,43.92,88.0,53.0,0.0
1787836274.6,0.00,680.0,1,2.820,2.816,1.0014,0,False,268.83078,41.57,88.0,53.0,0.0
1787836275.1,0.00,673.0,1,2.820,2.816,1.0014,0,False,268.83078,36.86,88.0,53.0,0.0
1787836275.6,0.00,679.8,1,2.820,2.816,1.0014,0,False,268.83078,40.39,88.0,54.0,0.0
1787836276.1,0.00,683.0,1,2.820,2.816,1.0014,0,False,268.83078,32.94,88.0,53.0,0.0
1787836276.6,0.00,674.2,1,2.820,2.816,1.0014,0,False,268.83078,45.49,89.0,53.0,0.0
1787836277.1,0.00,666.2,1,2.820,2.816,1.0014,0,False,268.83078,34.90,89.0,53.0,0.0
1787836277.6,0.00,679.0,1,2.820,2.816,1.0014,0,False,268.83078,45.49,89.0,54.0,0.0
1787836278.1,0.00,684.2,1,2.820,2.816,1.0014,0,False,268.83078,32.94,89.0,53.0,0.0
1787836278.6,0.00,674.0,1,2.820,2.816,1.0014,0,False,268.83078,45.49,89.0,53.0,0.0
1787836279.1,0.00,672.0,1,2.820,2.816,1.0014,0,False,268.83078,41.57,89.0,53.0,0.0
1787836279.6,0.00,680.5,1,2.820,2.816,1.0014,0,False,268.83078,44.71,89.0,53.0,0.0
1787836280.1,0.00,684.5,1,2.820,2.816,1.0014,0,False,268.83078,43.92,89.0,53.0,0.0
1787836280.6,0.00,676.5,1,2.820,2.816,1.0014,0,False,268.83078,39.22,89.0,53.0,0.0
1787836281.2,0.00,674.2,1,2.820,2.816,1.0014,0,False,268.83078,40.39,89.0,53.0,0.0
1787836281.7,0.00,681.8,1,2.820,2.816,1.0014,0,False,268.83078,35.69,89.0,53.0,0.0
1787836282.2,0.00,679.8,1,2.820,2.816,1.0014,0,False,268.83078,43.92,89.0,53.0,0.0
1787836282.7,0.00,677.5,1,2.820,2.816,1.0014,0,False,268.83078,35.69,89.0,53.0,0.0
1787836283.2,0.00,676.8,1,2.820,2.816,1.0014,0,False,268.83078,42.75,89.0,53.0,0.0
1787836283.7,0.00,684.2,1,2.820,2.816,1.0014,0,False,268.83078,36.86,89.0,53.0,0.0
1787836284.2,0.00,681.0,1,2.820,2.816,1.0014,0,False,268.83078,43.92,89.0,53.0,0.0
1787836284.7,0.00,673.8,1,2.820,2.816,1.0014,0,False,268.83078,41.57,89.0,53.0,0.0
1787836285.2,0.00,677.2,1,2.820,2.816,1.0014,0,False,268.83078,41.57,89.0,53.0,0.0
1787836285.7,0.00,687.2,1,2.820,2.816,1.0014,0,False,268.83078,41.57,89.0,53.0,0.0
1787836286.2,0.00,679.2,1,2.820,2.816,1.0014,0,False,268.83078,38.04,89.0,53.0,0.0
