t,speed,rpm,gear,engaged,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1788188447.9,0.00,717.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.874,10.82,0.0,0.0,0.0
1788188448.1,0.00,718.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.669,10.82,79.0,31.0,0.0
1788188448.3,0.00,719.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.658,10.82,79.0,31.0,0.0
1788188448.5,0.00,716.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.22,0.669,10.82,79.0,31.0,0.0
1788188448.7,0.00,716.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.651,10.82,79.0,31.0,0.0
1788188449.0,0.00,718.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.677,10.82,79.0,31.0,0.0
1788188449.2,0.00,713.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.658,10.82,79.0,31.0,0.0
1788188449.4,0.00,716.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.669,10.82,79.0,31.0,0.0
1788188449.6,0.00,713.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.22,0.658,10.82,79.0,31.0,0.0
1788188449.8,0.00,714.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110150,43.79992,79.61,0.669,10.82,79.0,31.0,0.0
1788188450.0,0.00,718.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.658,10.82,79.0,31.0,0.0
1788188450.2,0.00,716.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.658,10.82,79.0,31.0,0.0
1788188450.4,0.00,716.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.658,10.82,79.0,31.0,0.0
1788188450.6,0.00,715.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.669,10.81,79.0,31.0,0.0
1788188450.8,0.00,715.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.684,10.81,79.0,31.0,0.0
1788188451.0,0.00,716.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.658,10.81,79.0,31.0,0.0
1788188451.2,0.00,716.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.677,10.81,79.0,31.0,0.0
1788188451.4,0.00,714.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.658,10.81,79.0,31.0,0.0
1788188451.6,0.00,714.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.684,10.81,79.0,31.0,0.0
1788188451.8,0.00,717.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188452.0,0.00,718.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.677,10.81,79.0,31.0,0.0
1788188452.2,0.00,716.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.651,10.81,79.0,31.0,0.0
1788188452.4,0.00,715.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,31.0,0.0
1788188452.6,0.00,716.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.695,10.81,79.0,31.0,0.0
1788188452.8,0.00,716.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,31.0,0.0
1788188453.0,0.00,713.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.677,10.81,79.0,31.0,0.0
1788188453.2,0.00,713.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,31.0,0.0
1788188453.4,0.00,714.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.22,0.677,10.81,79.0,31.0,0.0
1788188453.6,0.00,715.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188453.8,0.00,715.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188454.0,0.00,714.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,31.0,0.0
1788188454.2,0.00,714.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188454.4,0.00,715.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.669,10.81,79.0,31.0,0.0
1788188454.6,0.00,716.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,79.61,0.684,10.81,79.0,31.0,0.0
1788188454.8,0.00,715.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,0.00,110150,43.79992,80.00,0.684,10.81,79.0,31.0,0.0
1788188455.0,0.00,711.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,31.0,0.0
1788188455.2,0.00,708.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.669,10.81,79.0,32.0,0.0
1788188455.4,0.00,709.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.684,10.81,79.0,32.0,0.0
1788188455.6,0.00,711.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188455.8,0.00,711.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.658,10.81,79.0,32.0,0.0
1788188456.1,0.00,704.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188456.3,0.00,706.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.684,10.81,79.0,32.0,0.0
1788188456.5,0.00,709.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.677,10.81,79.0,32.0,0.0
1788188456.7,0.00,711.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.658,10.81,79.0,32.0,0.0
1788188456.9,0.00,711.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.651,10.81,79.0,32.0,0.0
1788188457.1,0.00,702.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.684,10.81,79.0,32.0,0.0
1788188457.3,0.00,703.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188457.5,0.00,704.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188457.7,0.00,706.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.658,10.81,79.0,32.0,0.0
1788188457.9,0.00,706.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.651,10.81,79.0,32.0,0.0
1788188458.1,0.00,705.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188458.3,0.00,701.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188458.5,0.00,700.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.669,10.81,79.0,32.0,0.0
1788188458.7,0.00,702.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188458.9,0.00,702.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188459.1,0.00,704.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.669,10.81,79.0,32.0,0.0
1788188459.3,0.00,706.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.22,0.658,10.81,79.0,32.0,0.0
1788188459.5,0.00,704.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.669,10.81,80.0,32.0,0.0
1788188459.7,0.00,707.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,45.8,13.73,110150,43.79992,79.61,0.677,10.81,79.0,32.0,0.0
1788188459.9,0.00,708.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.669,10.81,79.0,32.0,0.0
1788188460.1,0.00,708.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.22,0.658,10.81,80.0,32.0,0.0
1788188460.3,0.00,709.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.658,10.81,80.0,32.0,0.0
1788188460.5,0.00,712.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.677,10.81,80.0,32.0,0.0
1788188460.7,0.00,711.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.22,0.677,10.81,80.0,32.0,0.0
1788188460.9,0.00,709.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.651,10.81,80.0,31.0,0.0
1788188461.1,0.00,704.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.669,10.81,80.0,32.0,0.0
1788188461.3,0.00,699.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.669,10.81,80.0,32.0,0.0
1788188461.5,0.00,701.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.669,10.81,80.0,32.0,0.0
1788188461.7,0.00,699.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.669,10.81,80.0,32.0,0.0
1788188461.9,0.00,702.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.651,10.81,80.0,32.0,0.0
1788188462.1,0.00,701.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.22,0.651,10.81,80.0,32.0,0.0
1788188462.4,0.00,700.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,46.7,13.73,110150,43.79992,79.61,0.640,10.81,80.0,32.0,0.0
