t,speed,rpm,gear,engaged,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load,brake,fan,ac,grade
1788261409.3,0.00,1398.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,0.874,12.20,36.0,0.0,0.0,False,False,False,0
1788261409.5,0.00,1395.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.267,12.20,36.0,45.0,0.0,False,False,False,0
1788261409.7,0.00,1398.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.209,12.20,36.0,45.0,0.0,False,False,False,0
1788261410.0,0.00,1393.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.209,12.20,36.0,45.0,0.0,False,True,False,0
1788261410.2,0.00,1390.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.169,12.20,36.0,45.0,0.0,False,True,False,0
1788261410.4,0.00,1384.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.286,12.20,36.0,45.0,0.0,False,True,False,0
1788261410.6,0.00,1384.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.187,12.20,36.0,45.0,0.0,False,True,False,0
1788261410.8,0.00,1381.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.249,12.20,36.0,45.0,0.0,False,True,True,0
1788261411.0,0.00,1379.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.187,12.20,36.0,45.0,0.0,False,True,True,0
1788261411.2,0.00,1377.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.86183,62.75,2.209,12.20,36.0,46.0,0.0,False,True,True,0
1788261411.4,0.00,1378.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,62.75,2.187,12.20,36.0,46.0,0.0,False,True,True,0
1788261411.6,0.00,1377.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.187,12.20,36.0,46.0,0.0,False,True,True,0
1788261411.8,0.00,1375.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.227,12.20,36.0,46.0,0.0,False,True,True,0
1788261412.0,0.00,1376.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.267,12.20,36.0,46.0,0.0,False,True,True,0
1788261412.2,0.00,1373.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.227,12.20,36.0,46.0,0.0,False,True,True,0
1788261412.4,0.00,1369.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,62.75,2.227,12.20,36.0,46.0,0.0,False,True,True,0
1788261412.6,0.00,1368.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,62.75,2.187,12.20,36.0,46.0,0.0,False,True,True,0
1788261412.8,0.00,1369.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,62.75,2.169,12.20,36.0,46.0,0.0,False,True,True,0
1788261413.0,0.00,1362.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.169,12.20,36.0,46.0,0.0,False,True,True,0
1788261413.2,0.00,1362.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,14.04,110250,140.86183,63.14,2.209,12.20,36.0,46.0,0.0,False,True,True,0
1788261413.4,0.00,1361.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.04,110250,140.86183,62.35,2.150,12.20,36.0,46.0,0.0,False,True,True,0
1788261413.6,0.00,1357.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.04,110250,140.86183,62.35,2.187,12.20,37.0,46.0,0.0,False,True,True,0
1788261413.8,0.00,1356.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.04,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,0
1788261414.0,0.00,1356.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.04,110250,140.86183,62.75,2.132,12.20,37.0,46.0,0.0,False,True,True,0
1788261414.2,0.00,1355.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.04,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,0
1788261414.4,0.00,1356.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.169,12.20,37.0,46.0,0.0,False,True,True,0
1788261414.6,0.00,1357.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.150,12.20,37.0,46.0,0.0,False,True,True,0
1788261414.8,0.00,1356.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.187,12.20,37.0,46.0,0.0,False,True,True,0
1788261415.0,0.00,1355.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.092,12.20,37.0,46.0,0.0,False,True,True,6000
1788261415.2,0.00,1347.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.169,12.20,37.0,46.0,0.0,False,True,True,6000
1788261415.4,0.00,1346.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,6000
1788261415.7,0.00,1344.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.209,12.20,37.0,46.0,0.0,False,True,True,6000
1788261415.9,0.00,1341.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.169,12.20,37.0,46.0,0.0,False,True,True,6000
1788261416.1,0.00,1337.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.150,12.20,37.0,46.0,0.0,False,True,True,6000
1788261416.3,0.00,1333.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.169,12.20,37.0,46.0,0.0,False,True,True,6000
1788261416.5,0.00,1331.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.110,12.20,37.0,46.0,0.0,False,True,True,6000
1788261416.7,0.00,1328.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,6000
1788261416.9,0.00,1333.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.092,12.20,37.0,46.0,0.0,False,True,True,6000
1788261417.1,0.00,1332.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,6000
1788261417.3,0.00,1332.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.132,12.20,37.0,46.0,0.0,False,True,True,6000
1788261417.5,0.00,1332.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.132,12.20,37.0,46.0,0.0,False,True,True,6000
1788261417.7,0.00,1332.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.35,2.169,12.20,37.0,46.0,0.0,False,True,True,6000
1788261417.9,0.00,1332.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.150,12.20,37.0,46.0,0.0,False,True,True,6000
1788261418.1,0.00,1330.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.110,12.20,37.0,46.0,0.0,False,True,True,6000
1788261418.3,0.00,1328.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.092,12.20,37.0,46.0,0.0,False,True,True,6000
1788261418.5,0.00,1321.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.055,12.20,38.0,45.0,0.0,False,True,True,6000
1788261418.7,0.00,1318.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.055,12.20,38.0,46.0,0.0,False,True,True,6000
1788261418.9,0.00,1317.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.037,12.20,38.0,46.0,0.0,False,True,True,6000
1788261419.1,0.00,1313.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.055,12.20,38.0,46.0,0.0,False,True,True,6000
1788261419.3,0.00,1308.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.074,12.19,38.0,46.0,0.0,False,True,True,6000
1788261419.5,0.00,1310.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.074,12.19,38.0,46.0,0.0,False,True,True,6000
1788261419.7,0.00,1312.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.055,12.19,38.0,46.0,0.0,False,True,True,6000
1788261419.9,0.00,1314.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.037,12.19,38.0,46.0,0.0,False,True,True,6000
1788261420.1,0.00,1312.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.110,12.19,38.0,45.0,0.0,False,True,True,6000
1788261420.3,0.00,1312.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,63.14,2.092,12.19,38.0,45.0,0.0,False,True,True,6000
1788261420.5,0.00,1308.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.86183,62.75,2.092,12.19,38.0,45.0,0.0,False,True,True,6000
1788261420.7,0.00,1308.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,2.092,12.19,38.0,45.0,0.0,False,True,True,6000
1788261420.9,0.00,1309.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,2.092,12.19,38.0,45.0,0.0,False,True,True,6000
1788261421.1,0.00,1305.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.055,12.19,38.0,45.0,0.0,False,True,True,6000
1788261421.3,0.00,1302.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.074,12.19,38.0,45.0,0.0,False,True,True,6000
1788261421.5,0.00,1299.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,2.055,12.19,38.0,45.0,0.0,False,True,True,6000
1788261421.7,0.00,1293.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,2.037,12.19,38.0,45.0,0.0,False,True,True,6000
1788261422.0,0.00,1293.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.35,2.074,12.19,38.0,45.0,0.0,False,True,True,6000
1788261422.2,0.00,1294.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.055,12.19,38.0,45.0,0.0,False,True,True,6000
1788261422.4,0.00,1293.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,2.015,12.19,38.0,45.0,0.0,False,True,True,6000
1788261422.6,0.00,1291.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.055,12.19,38.0,45.0,0.0,False,True,True,6000
1788261422.8,0.00,1291.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.074,12.19,38.0,45.0,0.0,False,True,True,6000
1788261423.0,0.00,1289.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,1.997,12.19,38.0,45.0,0.0,False,True,True,6000
1788261423.2,0.00,1290.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,63.14,1.946,12.19,38.0,45.0,0.0,False,True,True,6000
1788261423.4,0.00,1288.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.037,12.19,39.0,45.0,0.0,False,True,True,6000
1788261423.6,0.00,1284.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,1.979,12.19,39.0,45.0,0.0,False,True,True,6000
1788261423.8,0.00,1279.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.037,12.19,39.0,45.0,0.0,False,True,True,6000
1788261424.0,0.00,1277.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.037,12.19,39.0,45.0,0.0,False,True,True,6000
1788261424.2,0.00,1275.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,1.960,12.19,39.0,45.0,0.0,False,True,True,6000
1788261424.4,0.00,1270.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,2.015,12.19,39.0,45.0,0.0,False,True,True,6000
1788261424.6,0.00,1268.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.05,110250,140.88878,62.75,1.960,12.19,39.0,45.0,0.0,False,True,True,6000
1788261427.3,0.00,1248.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,63.14,1.960,12.19,39.0,45.0,0.0,False,False,False,0
1788261427.5,0.00,1245.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.75,1.960,12.19,39.0,45.0,0.0,False,False,False,0
1788261427.7,0.00,1245.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.75,1.891,12.19,39.0,45.0,0.0,False,False,False,0
1788261427.9,0.00,1244.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.75,1.927,12.19,39.0,45.0,0.0,False,True,True,0
1788261428.1,0.00,1241.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.75,1.997,12.19,40.0,45.0,0.0,False,True,True,0
1788261428.3,0.00,1243.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,63.14,1.927,12.19,40.0,45.0,0.0,False,True,True,0
1788261428.5,0.00,1242.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.75,1.909,12.19,40.0,45.0,0.0,False,True,True,0
1788261428.7,0.00,1238.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,62.35,1.960,12.19,40.0,45.0,0.0,False,True,True,6000
1788261428.9,0.00,1237.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,110250,140.88878,63.14,1.909,12.19,40.0,45.0,0.0,False,True,True,6000
1788261429.1,0.00,1237.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.927,12.19,40.0,45.0,0.0,False,True,True,6000
1788261429.3,0.00,1235.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.909,12.19,40.0,45.0,0.0,False,True,True,6000
1788261429.5,0.00,1229.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,63.14,1.909,12.19,40.0,45.0,0.0,False,True,True,6000
1788261429.7,0.00,1226.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.891,12.19,40.0,45.0,0.0,False,True,True,6000
1788261429.9,0.00,1224.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,63.14,1.854,12.19,40.0,45.0,0.0,False,True,True,6000
1788261430.2,0.00,1223.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.891,12.19,40.0,45.0,0.0,False,True,True,6000
1788261430.4,0.00,1221.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.927,12.19,40.0,45.0,0.0,False,True,True,6000
1788261430.6,0.00,1218.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,63.14,1.854,12.19,40.0,45.0,0.0,False,True,True,6000
1788261430.8,0.00,1214.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.854,12.19,40.0,45.0,0.0,False,True,True,6000
1788261431.0,0.00,1212.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,0.00,110250,140.88878,62.75,1.836,12.19,40.0,45.0,0.0,False,True,True,6000
1788261431.2,0.00,1214.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.891,12.19,40.0,45.0,0.0,False,True,True,6000
1788261431.4,0.00,1214.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.836,12.19,40.0,45.0,0.0,False,True,True,6000
1788261431.6,0.00,1213.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,61.96,1.821,12.19,40.0,45.0,0.0,False,True,True,6000
1788261431.8,0.00,1210.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.872,12.19,40.0,45.0,0.0,False,True,True,6000
1788261432.0,0.00,1208.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.854,12.19,40.0,45.0,0.0,False,True,True,6000
1788261432.2,0.00,1208.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.836,12.19,40.0,45.0,0.0,False,True,True,6000
1788261432.4,0.00,1201.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.803,12.19,40.0,44.0,0.0,False,True,True,6000
1788261432.6,0.00,1200.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.803,12.19,41.0,44.0,0.0,False,True,True,6000
1788261432.8,0.00,1200.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.821,12.19,41.0,44.0,0.0,False,True,True,6000
1788261433.0,0.00,1196.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.821,12.19,41.0,44.0,0.0,False,True,True,6000
1788261433.2,0.00,1193.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.803,12.19,41.0,44.0,0.0,False,True,True,6000
1788261433.4,0.00,1189.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,63.14,1.803,12.19,41.0,44.0,0.0,False,True,True,6000
1788261433.6,0.00,1188.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.821,12.19,41.0,44.0,0.0,False,True,True,6000
1788261433.8,0.00,1187.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.872,12.19,41.0,45.0,0.0,False,True,True,6000
1788261434.0,0.00,1190.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.821,12.19,41.0,45.0,0.0,False,True,True,6000
1788261434.2,0.00,1189.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,63.14,1.836,12.19,41.0,45.0,0.0,False,True,True,6000
1788261434.4,0.00,1188.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.35,1.803,12.19,41.0,45.0,0.0,False,True,True,6000
1788261434.6,0.00,1190.8,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.35,1.821,12.19,41.0,45.0,0.0,False,True,True,6000
1788261434.8,0.00,1191.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,63.14,1.788,12.19,41.0,45.0,0.0,False,True,True,6000
1788261435.0,0.00,1192.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,63.14,1.770,12.19,41.0,45.0,0.0,False,True,True,6000
1788261435.2,0.00,1184.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.788,12.19,41.0,44.0,0.0,False,True,True,6000
1788261435.4,0.00,1186.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.752,12.19,41.0,44.0,0.0,False,True,True,6000
1788261435.6,0.00,1184.5,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,63.53,1.803,12.19,41.0,44.0,0.0,False,True,True,6000
1788261435.8,0.00,1184.0,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.788,12.19,41.0,44.0,0.0,False,True,True,6000
1788261436.0,0.00,1180.2,0,0,0.260,0.000,0.0000,0,False,False,P,False,32.7,14.03,110250,140.88878,62.75,1.788,12.19,41.0,44.0,0.0,False,True,True,6000
