t,pid,b1,b2,coolant,speed
1787978378.45,0000,190,63,0,0.0
1787978378.47,010B,41,0,0,0.0
1787978378.48,0002,0,0,62,0.0
1787978378.51,0003,2,0,62,0.0
1787978378.52,0110,1,53,62,0.0
1787978378.54,0005,102,0,62,0.0
1787978378.57,010B,41,0,62,0.0
1787978378.57,0006,147,0,62,0.0
1787978378.61,0007,128,0,62,0.0
1787978378.62,0110,1,50,62,0.0
1787978378.64,000B,40,0,62,0.0
1787978378.67,010B,40,0,62,0.0
1787978378.67,000C,13,74,62,0.0
1787978378.70,000D,0,0,62,0.0
1787978378.72,0110,1,43,62,0.0
1787978378.73,000E,140,0,62,0.0
1787978378.77,010B,40,0,62,0.0
1787978378.77,000F,93,0,62,0.0
1787978378.81,0010,1,50,62,0.0
1787978378.82,0110,1,50,62,0.0
1787978378.84,0011,30,0,62,0.0
1787978378.87,0013,1,0,62,0.0
1787978378.90,001C,10,0,62,0.0
1787978378.92,0110,1,50,62,0.0
1787978378.92,0142,53,115,62,0.0
1787978378.93,001F,0,36,62,0.0
1787978378.97,0020,128,21,62,0.0
1787978379.00,0021,0,0,62,0.0
1787978379.02,0110,1,47,62,0.0
1787978379.03,002C,0,0,62,0.0
1787978379.06,002E,0,0,62,0.0
1787978379.07,010B,40,0,62,0.0
1787978379.09,0030,255,0,62,0.0
1787978379.12,0110,1,53,62,0.0
1787978379.13,003C,18,238,62,0.0
1787978379.17,0040,104,0,62,0.0
1787978379.20,0042,53,124,62,0.0
1787978379.22,0110,1,47,62,0.0
1787978379.23,0043,0,70,62,0.0
1787978379.26,0200,0,0,62,0.0
1787978379.27,010B,40,0,62,0.0
1787978379.29,0202,0,0,62,0.0
1787978379.31,0110,1,60,62,0.0
1787978379.33,0900,6,9,62,0.0
1787978379.36,0968,0,0,62,0.0
1787978379.37,010B,40,0,62,0.0
1787978379.39,096E,12,247,62,0.0
1787978379.42,097C,109,183,62,0.0
1787978379.45,098E,0,0,62,0.0
1787978379.46,010B,40,0,62,0.0
1787978379.49,1101,1,0,62,0.0
1787978379.52,1103,4,0,62,0.0
1787978379.55,1104,1,0,62,0.0
1787978379.57,010B,40,0,62,0.0
1787978379.58,114A,54,0,62,0.0
1787978379.61,114D,68,192,62,0.0
1787978379.62,0110,1,47,62,0.0
1787978379.65,1153,65,144,62,0.0
1787978379.67,010B,40,0,62,0.0
1787978379.68,1154,29,128,62,0.0
1787978379.71,1169,29,155,62,0.0
1787978379.72,0110,1,47,62,0.0
1787978379.74,1173,2,43,62,0.0
1787978379.77,010B,40,0,62,0.0
1787978379.77,1177,21,204,62,0.0
1787978379.81,1410,1,98,62,0.0
1787978379.82,0110,1,53,62,0.0
1787978379.84,1631,1,0,62,0.0
1787978379.87,010B,40,0,62,0.0
1787978379.87,1678,0,0,62,0.0
1787978379.90,1681,0,0,62,0.0
1787978379.92,0110,1,53,62,0.0
1787978379.92,17B3,110,0,62,0.0
1787978379.93,16CD,0,0,62,0.0
1787978379.97,010B,40,0,62,0.0
1787978379.97,16CE,0,0,62,0.0
1787978380.01,16CF,13,6,62,0.0
1787978380.01,0110,1,43,62,0.0
1787978380.04,16E8,65,28,62,0.0
1787978380.07,16E9,0,118,62,0.0
1787978380.10,16F0,3,131,62,0.0
1787978380.12,0110,1,50,62,0.0
1787978380.13,1704,0,0,62,0.0
1787978380.17,1706,128,0,62,0.0
1787978380.20,1709,0,0,62,0.0
1787978380.22,0110,1,47,62,0.0
1787978380.23,1717,1,0,62,0.0
1787978380.26,1718,1,0,62,0.0
1787978380.26,010B,40,0,62,0.0
1787978380.29,1746,0,0,62,0.0
1787978380.32,0110,1,50,62,0.0
1787978380.33,1782,163,192,62,0.0
1787978380.36,1783,110,192,62,0.0
1787978380.37,010B,40,0,62,0.0
1787978380.39,17A0,33,0,62,0.0
1787978380.42,0110,1,50,62,0.0
1787978380.42,17A6,0,0,62,0.0
1787978380.45,17B0,22,0,62,0.0
1787978380.47,010B,40,0,62,0.0
1787978380.49,17B1,32,0,62,0.0
1787978380.52,0110,1,53,62,0.0
1787978380.52,17B2,4,0,62,0.0
1787978380.55,17B3,110,0,62,0.0
1787978380.57,010B,40,0,62,0.0
1787978380.58,17B5,80,0,62,0.0
1787978380.61,17B6,0,0,62,0.0
1787978380.61,0110,1,53,62,0.0
1787978380.65,17B8,240,0,62,0.0
1787978380.67,010B,40,0,62,0.0
1787978380.69,17BA,0,0,62,0.0
1787978380.72,17BB,0,0,62,0.0
1787978380.75,17BC,0,0,62,0.0
1787978380.77,010B,40,0,62,0.0
1787978380.78,17BD,94,0,62,0.0
1787978380.81,17BE,0,0,62,0.0
1787978380.82,0110,1,57,62,0.0
1787978380.85,17C1,234,0,62,0.0
1787978380.87,010B,40,0,62,0.0
1787978380.88,3201,23,112,62,0.0
1787978380.91,990A,59,0,62,0.0
1787978380.92,0110,1,57,62,0.0
1787978380.94,996E,9,236,62,0.0
1787978380.97,010B,41,0,62,0.0
1787978380.97,A211,0,0,62,0.0
1787978381.01,D100,129,0,62,0.0
1787978381.02,0110,1,50,62,0.0
1787978381.04,E21B,90,74,62,0.0
1787978381.07,010B,41,0,62,0.0
1787978381.07,E21C,49,56,62,0.0
1787978381.10,E21D,56,56,62,0.0
1787978381.12,0110,1,50,62,0.0
1787978381.13,E21E,70,0,62,0.0
1787978381.17,E6F0,90,74,62,0.0
1787978381.20,E6F2,240,0,62,0.0
1787978381.21,0110,1,53,62,0.0
1787978381.23,E6F3,240,0,62,0.0
1787978381.26,0105,102,0,62,0.0
1787978381.27,010B,41,0,62,0.0
1787978381.29,010F,93,0,62,0.0
1787978381.32,0110,1,60,62,0.0
1787978381.32,0110,1,57,62,0.0
1787978381.36,010B,41,0,62,0.0
