t,pid,b1,b2,coolant,speed
1787958096.17,0000,190,63,0,0.0
1787958096.19,0110,3,235,0,10.9
1787958096.20,0002,0,0,0,10.9
1787958096.24,0003,2,0,91,11.1
1787958096.24,010B,68,0,91,11.1
1787958096.27,0005,131,0,91,11.2
1787958096.29,0110,3,175,91,11.4
1787958096.30,0006,133,0,91,11.4
1787958096.34,0007,126,0,91,11.8
1787958096.35,010B,66,0,91,11.8
1787958096.37,000B,66,0,91,11.8
1787958096.39,0110,3,220,91,12.0
1787958096.40,000C,26,60,91,12.0
1787958096.44,000D,12,0,91,12.2
1787958096.44,010B,65,0,91,12.2
1787958096.47,000E,182,0,91,12.3
1787958096.49,0110,3,220,91,12.6
1787958096.50,000F,104,0,91,12.6
1787958096.53,0010,4,1,91,12.6
1787958096.54,010B,64,0,91,12.6
1787958096.56,0011,43,0,91,12.8
1787958096.60,0013,1,0,91,12.8
1787958096.63,001C,10,0,91,13.0
1787958096.64,010B,64,0,91,13.0
1787958096.66,001F,1,172,91,13.1
1787958096.69,0020,128,21,91,13.3
1787958096.69,0110,4,24,91,13.3
1787958096.69,0142,52,251,91,13.3
1787958096.72,0021,0,0,91,13.4
1787958096.74,010B,64,0,91,13.5
1787958096.76,002C,88,0,91,13.6
1787958096.79,002E,68,0,91,13.7
1787958096.79,0110,4,9,91,13.7
1787958096.82,0030,255,0,91,13.8
1787958096.84,010B,64,0,91,13.8
1787958096.85,003C,21,127,91,13.8
1787958096.88,0040,104,0,91,14.2
1787958096.89,0110,4,24,91,14.2
1787958096.92,0042,52,222,91,14.3
1787958096.94,010B,64,0,91,14.3
1787958096.95,0043,0,115,91,14.3
1787958096.98,0200,0,0,91,14.5
1787958096.99,0110,4,24,91,14.5
1787958097.01,0202,0,0,91,14.6
1787958097.04,0900,7,203,91,14.7
1787958097.08,0968,0,0,91,14.9
1787958097.09,0110,4,71,91,14.9
1787958097.11,096E,11,184,91,15.1
1787958097.15,097C,109,35,91,15.2
1787958097.18,098E,0,20,91,15.4
1787958097.19,0110,4,86,91,15.4
1787958097.21,1101,9,0,91,15.4
1787958097.24,1103,0,0,91,15.6
1787958097.28,1104,0,0,91,15.8
1787958097.29,0110,4,151,91,15.8
1787958097.31,114A,41,192,91,15.7
1787958097.34,114D,34,128,91,15.9
1787958097.34,010B,64,0,91,15.9
1787958097.37,1153,76,126,91,16.0
1787958097.39,0110,4,168,91,16.1
1787958097.40,1154,43,64,91,16.1
1787958097.44,1169,29,187,91,16.4
1787958097.44,010B,64,0,91,16.4
1787958097.47,1173,3,157,91,16.4
1787958097.49,0110,4,168,91,16.6
1787958097.50,1177,33,212,91,16.6
1787958097.53,1410,1,240,91,16.7
1787958097.54,010B,64,0,91,16.7
1787958097.56,1631,1,0,91,16.9
1787958097.59,0110,4,185,91,17.0
1787958097.63,1681,0,0,91,17.1
1787958097.64,010B,64,0,91,17.1
1787958097.66,16CD,1,64,91,17.2
1787958097.69,16CE,0,17,91,17.3
1787958097.69,0110,4,211,91,17.3
1787958097.72,16CF,58,10,91,17.4
1787958097.74,010B,64,0,91,17.4
1787958097.76,16E8,48,21,91,17.5
1787958097.79,16E9,0,117,91,17.6
1787958097.79,0110,4,228,91,17.6
1787958097.83,16F0,3,131,91,17.8
1787958097.84,010B,65,0,91,17.8
1787958097.86,1704,0,0,91,17.8
1787958097.89,1706,128,0,91,17.8
1787958097.89,0110,4,254,91,17.8
1787958097.92,1709,0,0,91,17.9
1787958097.94,010B,65,0,91,18.1
1787958097.96,1717,1,0,91,18.1
1787958097.99,1718,1,0,91,18.0
1787958097.99,0110,4,211,91,18.0
1787958098.02,1746,0,0,91,18.2
1787958098.04,010B,64,0,91,18.2
1787958098.05,1782,132,0,91,18.2
1787958098.08,1783,110,192,91,18.5
1787958098.09,0110,4,202,91,18.5
1787958098.12,17A0,32,0,91,18.4
1787958098.15,17A6,0,0,91,18.5
1787958098.18,17B0,53,0,91,18.6
1787958098.19,0110,4,254,91,18.6
1787958098.21,17B1,16,0,91,18.6
