t,pid,b1,b2,coolant,speed
1787950521.33,0002,0,0,0,0.0
1787950521.36,0003,2,0,77,0.0
1787950521.40,0005,118,0,77,0.0
1787950521.43,0006,147,0,77,0.0
1787950521.46,0007,127,0,78,0.0
1787950521.49,000B,44,0,78,0.0
1787950521.53,000C,11,84,78,0.0
1787950521.56,000D,0,0,78,0.0
1787950521.59,000E,141,0,78,0.0
1787950521.62,000F,102,0,78,0.0
1787950521.65,0010,1,14,78,0.0
1787950521.68,0011,30,0,78,0.0
1787950521.71,0013,1,0,78,0.0
1787950521.74,001C,10,0,78,0.0
1787950521.77,001F,0,24,78,0.0
1787950521.81,0020,128,21,78,0.0
1787950521.84,0021,0,0,78,0.0
1787950521.87,002C,0,0,78,0.0
1787950521.90,002E,0,0,78,0.0
1787950521.94,0030,255,0,78,0.0
1787950521.97,003C,21,207,78,0.0
1787950522.01,0040,104,0,78,0.0
1787950522.04,0042,53,0,78,0.0
1787950522.07,0043,0,73,78,0.0
1787950522.10,0200,0,0,78,0.0
1787950522.13,0202,0,0,78,0.0
1787950522.17,0900,6,69,78,0.0
1787950522.20,0968,0,0,78,0.0
1787950522.24,096E,11,53,78,0.0
1787950522.26,097C,108,167,78,0.0
1787950522.29,098E,0,0,78,0.0
1787950522.33,1101,1,0,78,0.0
1787950522.36,1103,4,0,78,0.0
1787950522.39,1104,1,0,78,0.0
1787950522.42,114A,43,64,78,0.0
1787950522.45,114D,47,0,78,0.0
1787950522.49,1153,61,26,78,0.0
1787950522.52,1154,29,128,78,0.0
1787950522.56,1169,29,163,78,0.0
1787950522.59,1173,0,180,78,0.0
