t,pid,b1,b2,coolant,speed
1788093055.06,0000,190,63,0,0.0
1788093055.09,0002,0,0,0,0.0
1788093055.12,0003,2,0,92,0.0
1788093055.16,0005,132,0,92,0.0
1788093055.19,0006,130,0,92,0.0
1788093055.22,0007,130,0,92,0.0
1788093055.26,000B,42,0,92,0.0
1788093055.29,000C,10,252,92,0.0
1788093055.32,000D,0,0,92,0.0
1788093055.35,000E,144,0,92,0.0
1788093055.38,000F,98,0,92,0.0
1788093055.42,0010,0,248,92,0.0
1788093055.45,0011,30,0,92,0.0
1788093055.48,0013,1,0,92,0.0
1788093055.51,001C,10,0,92,0.0
1788093055.54,001F,0,24,92,0.0
1788093055.58,0020,128,21,92,0.0
1788093055.61,0021,0,0,92,0.0
1788093055.64,002C,0,0,92,0.0
1788093055.68,002E,0,0,92,0.0
1788093055.71,0030,255,0,92,0.0
1788093055.74,003C,27,130,92,0.0
1788093055.78,0040,104,0,92,0.0
1788093055.81,0042,53,64,92,0.0
1788093055.84,0043,0,68,92,0.0
1788093055.87,0200,0,0,92,0.0
1788093055.90,0202,0,0,92,0.0
1788093055.94,0900,6,34,92,0.0
1788093055.97,0968,0,0,92,0.0
1788093056.00,096E,10,240,92,0.0
1788093056.03,097C,109,28,92,0.0
1788093056.06,098E,0,0,92,0.0
1788093056.10,1101,1,0,92,0.0
1788093056.13,1103,4,0,92,0.0
1788093056.16,1104,1,0,92,0.0
1788093056.19,114A,47,192,92,0.0
1788093056.22,114D,33,0,92,0.0
1788093056.25,1153,56,221,92,0.0
