t,pid,b1,b2,coolant,speed
1788093897.27,0000,190,63,0,0.0
1788093897.30,0002,0,0,0,0.0
1788093897.33,0003,2,0,0,0.0
1788093897.37,0005,130,0,90,0.0
1788093897.40,0006,133,0,90,0.0
1788093897.43,0007,128,0,90,0.0
1788093897.47,000B,45,0,90,0.0
1788093897.50,000C,11,183,90,0.0
1788093897.53,000D,0,0,90,0.0
1788093897.57,000E,146,0,90,0.0
1788093897.60,000F,107,0,90,0.0
1788093897.63,0010,1,30,90,0.0
1788093897.65,0011,30,0,90,0.0
1788093897.69,0013,1,0,90,0.0
1788093897.72,001C,10,0,90,0.0
1788093897.76,001F,0,24,90,0.0
1788093897.79,0020,128,21,90,0.0
1788093897.82,0021,0,0,90,0.0
1788093897.85,002C,0,0,90,0.0
1788093897.89,002E,0,0,90,0.0
1788093897.93,0030,255,0,90,0.0
1788093897.96,003C,22,72,90,0.0
1788093897.99,0040,104,0,90,0.0
1788093898.02,0042,52,205,90,0.0
1788093898.05,0043,0,74,90,0.0
1788093898.09,0200,0,0,90,0.0
1788093898.12,0202,0,0,90,0.0
1788093898.15,0900,6,99,90,0.0
1788093898.18,0968,0,0,90,0.0
1788093898.21,096E,11,184,90,0.0
1788093898.25,097C,108,51,90,0.0
1788093898.28,098E,0,0,90,0.0
1788093898.31,1101,1,0,90,0.0
1788093898.34,1103,12,0,90,0.0
1788093898.37,1104,1,0,90,0.0
1788093898.40,114A,38,0,90,0.0
1788093898.44,114D,35,64,90,0.0
1788093898.47,1153,63,69,90,0.0
