t,pid,b1,b2,coolant,speed
1788066733.72,0000,190,63,0,0.0
1788066733.76,0002,0,0,0,0.0
1788066733.79,0003,2,0,92,0.0
1788066733.82,0005,132,0,92,0.0
1788066733.85,0006,138,0,92,0.0
1788066733.88,0007,131,0,92,0.0
1788066733.92,000B,49,0,92,0.0
1788066733.95,000C,11,213,92,0.0
1788066733.98,000D,0,0,92,0.0
1788066734.01,000E,142,0,92,0.0
1788066734.04,000F,109,0,92,0.0
1788066734.08,0010,1,53,92,0.0
1788066734.11,0011,30,0,92,0.0
1788066734.14,0013,1,0,92,0.0
1788066734.17,001C,10,0,92,0.0
1788066734.20,001F,0,24,92,0.0
1788066734.24,0020,128,21,92,0.0
1788066734.27,0021,0,0,92,0.0
1788066734.30,002C,0,0,92,0.0
1788066734.33,002E,0,0,92,0.0
1788066734.36,0030,255,0,92,0.0
1788066734.40,003C,26,22,92,0.0
1788066734.43,0040,104,0,92,0.0
1788066734.46,0042,52,166,92,0.0
1788066734.49,0043,0,80,92,0.0
1788066734.52,0200,0,0,92,0.0
1788066734.56,0202,0,0,92,0.0
1788066734.60,0900,6,164,92,0.0
1788066734.63,0968,0,0,92,0.0
1788066734.66,096E,11,184,92,0.0
1788066734.69,097C,108,12,92,0.0
1788066734.72,098E,0,0,92,0.0
1788066734.76,1101,1,0,92,0.0
1788066734.79,1103,12,0,92,0.0
1788066734.82,1104,1,0,92,0.0
1788066734.85,114A,36,64,92,0.0
1788066734.88,114D,33,64,92,0.0
1788066734.92,1153,66,38,92,0.0
1788066734.95,1154,29,192,92,0.0
1788066734.98,1169,29,189,92,0.0
1788066735.01,1173,2,193,92,0.0
1788066735.04,1177,21,224,92,0.0
1788066735.08,1410,1,125,92,0.0
