t,pid,b1,b2,coolant,speed
1787969568.26,0000,190,63,89,0.0
1787969568.28,0110,0,175,89,0.0
1787969568.29,0002,0,0,89,0.0
1787969568.32,0003,2,0,89,0.0
1787969568.33,010B,31,0,89,0.0
1787969568.36,0005,129,0,89,0.0
1787969568.38,0110,0,175,89,0.0
1787969568.39,0006,128,0,89,0.0
1787969568.42,0007,126,0,89,0.0
1787969568.43,010B,31,0,89,0.0
1787969568.45,000B,31,0,89,0.0
1787969568.48,0110,0,175,89,0.0
1787969568.49,000C,11,4,89,0.0
1787969568.52,000D,0,0,89,0.0
1787969568.53,010B,31,0,89,0.0
1787969568.55,000E,145,0,89,0.0
1787969568.58,0110,0,173,89,0.0
1787969568.58,000F,95,0,89,0.0
1787969568.61,0010,0,175,89,0.0
1787969568.62,010B,31,0,89,0.0
1787969568.65,0011,30,0,89,0.0
1787969568.68,0110,0,168,89,0.0
1787969568.68,0013,1,0,89,0.0
1787969568.71,001C,10,0,89,0.0
1787969568.73,010B,31,0,89,0.0
1787969568.75,001F,0,35,89,0.0
1787969568.78,0020,128,21,89,0.0
1787969568.81,0021,0,0,89,0.0
1787969568.83,010B,31,0,89,0.0
1787969568.85,002C,0,0,89,0.0
1787969568.88,002E,0,0,89,0.0
1787969568.91,0030,255,0,89,0.0
1787969568.92,010B,31,0,89,0.0
1787969568.94,003C,21,15,89,0.0
1787969568.97,0040,104,0,89,0.0
1787969568.98,0110,0,173,89,0.0
1787969569.01,0042,53,131,89,0.0
1787969569.03,010B,31,0,89,0.0
1787969569.04,0043,0,48,89,0.0
1787969569.07,0200,0,0,89,0.0
1787969569.08,0110,0,173,89,0.0
1787969569.10,0202,0,0,89,0.0
1787969569.13,010B,31,0,89,0.0
1787969569.13,0900,5,80,89,0.0
1787969569.17,0968,0,0,89,0.0
1787969569.18,0110,0,175,89,0.0
1787969569.20,096E,10,240,89,0.0
1787969569.23,010B,31,0,89,0.0
1787969569.23,097C,109,135,89,0.0
1787969569.26,098E,0,0,89,0.0
1787969569.28,0110,1,138,89,0.0
1787969569.29,1101,1,0,89,0.0
1787969569.33,1103,0,0,89,0.0
1787969569.36,1104,0,0,89,0.0
1787969569.38,0110,1,242,89,0.0
1787969569.40,114A,51,128,89,0.0
1787969569.43,114D,36,0,89,0.0
1787969569.46,1153,55,3,89,0.0
1787969569.48,0110,1,20,89,0.0
1787969569.49,1154,29,192,89,0.0
1787969569.53,1169,29,179,89,0.0
1787969569.53,010B,38,0,89,0.0
1787969569.56,1173,3,137,89,0.0
1787969569.58,0110,0,245,89,0.0
1787969569.59,1177,20,80,89,0.0
1787969569.62,1410,1,23,89,0.0
1787969569.63,010B,38,0,89,0.0
1787969569.65,1631,1,0,89,0.0
1787969569.68,0110,0,248,89,0.0
1787969569.69,1678,0,0,89,0.0
1787969569.72,1681,0,0,89,0.0
1787969569.73,010B,38,0,89,0.0
1787969569.75,16CD,0,0,89,0.0
1787969569.78,0110,1,60,89,0.0
1787969569.78,17B3,113,0,89,0.0
1787969569.81,16CF,13,36,89,0.0
1787969569.83,010B,39,0,89,0.0
1787969569.85,16E8,64,107,89,0.0
1787969569.88,16E9,0,116,89,0.0
1787969569.91,16F0,3,131,89,0.0
1787969569.93,010B,41,0,89,0.0
1787969569.94,1704,0,0,89,0.0
1787969569.97,1706,128,0,89,0.0
1787969569.97,0110,1,11,89,0.0
1787969570.01,1709,0,0,89,0.0
1787969570.03,010B,41,0,89,0.0
1787969570.04,1717,1,0,89,0.0
1787969570.08,1718,1,0,89,0.0
1787969570.10,1746,0,0,89,0.0
1787969570.13,010B,41,0,89,0.0
1787969570.14,1782,144,64,89,0.0
1787969570.17,1783,110,192,89,0.0
1787969570.18,0110,1,27,89,0.0
1787969570.21,17A0,32,0,89,0.0
1787969570.23,010B,41,0,89,0.0
1787969570.24,17A6,0,0,89,0.0
1787969570.27,17B0,20,0,89,0.0
