t,pid,b1,b2,coolant,speed
1787929728.68,0000,190,63,0,0.0
1787929728.71,0002,0,0,0,0.0
1787929728.74,0003,2,0,83,0.0
1787929728.77,0005,123,0,83,0.0
1787929728.81,0006,147,0,83,0.0
1787929728.84,0007,127,0,83,0.0
1787929728.87,000B,45,0,83,0.0
1787929728.90,000C,12,3,83,0.0
1787929728.93,000D,0,0,83,0.0
1787929728.97,000E,136,0,83,0.0
1787929729.00,000F,109,0,83,0.0
1787929729.03,0010,1,50,83,0.0
1787929729.06,0011,30,0,83,0.0
1787929729.09,0013,1,0,83,0.0
1787929729.13,001C,10,0,83,0.0
1787929729.16,001F,0,24,83,0.0
1787929729.19,0020,128,21,83,0.0
1787929729.22,0021,0,0,83,0.0
1787929729.25,002C,0,0,83,0.0
1787929729.29,002E,0,0,83,0.0
1787929729.32,0030,255,0,83,0.0
1787929729.34,003C,19,239,83,0.0
1787929729.37,0040,104,0,83,0.0
1787929729.41,0042,52,194,83,0.0
1787929729.44,0043,0,75,83,0.0
1787929729.47,0200,0,0,83,0.0
1787929729.50,0202,0,0,83,0.0
1787929729.53,0900,6,104,83,0.0
1787929729.57,0968,0,0,83,0.0
1787929729.60,096E,11,184,83,0.0
1787929729.64,097C,108,18,83,0.0
1787929729.67,098E,0,0,83,0.0
1787929729.70,1101,1,0,83,0.0
1787929729.73,1103,12,0,83,0.0
1787929729.77,1104,1,0,83,0.0
1787929729.80,114A,36,192,83,0.0
1787929729.83,114D,41,64,83,0.0
1787929729.86,1153,64,200,83,0.0
1787929729.89,1154,29,192,83,0.0
1787929729.93,1169,29,192,83,0.0
1787929729.96,1173,0,250,83,0.0
1787929729.99,1177,21,144,83,0.0
1787929730.02,1410,1,118,83,0.0
1787929730.05,1631,1,0,83,0.0
1787929730.09,1678,0,0,83,0.0
1787929730.12,1681,0,0,83,0.0
1787929730.15,16CD,0,0,83,0.0
1787929730.18,16CE,255,247,83,0.0
1787929730.21,16CF,13,152,83,0.0
1787929730.25,16E8,78,104,83,0.0
