t,pid,b1,b2,coolant,speed
1787944590.14,0000,190,63,0,0.0
1787944590.17,0002,0,0,91,0.0
1787944590.18,010B,43,0,91,0.0
1787944590.20,0003,2,0,91,0.0
1787944590.23,0005,131,0,91,0.0
1787944590.23,0110,1,4,91,0.0
1787944590.26,0006,125,0,91,0.0
1787944590.28,010B,43,0,91,0.0
1787944590.30,0007,130,0,91,0.0
1787944590.33,000B,43,0,91,0.0
1787944590.33,0110,1,1,91,0.0
1787944590.36,000C,11,27,91,0.0
1787944590.38,010B,43,0,91,0.0
1787944590.39,000D,0,0,91,0.0
1787944590.43,000E,148,0,91,0.0
1787944590.43,0110,0,248,91,0.0
1787944590.46,000F,109,0,91,0.0
1787944590.48,010B,43,0,91,0.0
1787944590.50,0010,1,1,91,0.0
1787944590.53,0011,30,0,91,0.0
1787944590.53,0110,1,11,91,0.0
1787944590.56,0013,1,0,91,0.0
1787944590.58,010B,43,0,91,0.0
1787944590.59,001C,10,0,91,0.0
1787944590.62,001F,17,97,91,0.0
1787944590.63,0110,0,251,91,0.0
1787944590.66,0020,128,21,91,0.0
1787944590.68,010B,43,0,91,0.0
1787944590.69,0021,0,0,91,0.0
1787944590.72,002C,0,0,91,0.0
1787944590.73,0110,1,4,91,0.0
1787944590.76,002E,28,0,91,0.0
1787944590.78,010B,43,0,91,0.0
1787944590.79,0030,255,0,91,0.0
1787944590.82,003C,21,27,91,0.0
1787944590.83,0110,0,254,91,0.0
1787944590.86,0040,104,0,91,0.0
1787944590.89,0042,53,30,91,0.0
1787944590.92,0043,0,70,91,0.0
1787944590.93,0110,0,254,91,0.0
1787944590.95,0200,0,0,91,0.0
1787944590.98,0202,0,0,91,0.0
1787944591.02,0900,6,59,91,0.0
1787944591.03,0110,1,8,91,0.0
1787944591.05,0968,0,0,91,0.0
1787944591.08,096E,11,22,91,0.0
1787944591.08,010B,43,0,91,0.0
1787944591.11,097C,108,216,91,0.0
1787944591.13,0110,1,4,91,0.0
1787944591.13,17B3,129,0,91,0.0
1787944591.14,098E,0,0,91,0.0
1787944591.18,1101,1,0,91,0.0
1787944591.18,010B,43,0,91,0.0
1787944591.21,1103,4,0,91,0.0
1787944591.23,0110,1,4,91,0.0
1787944591.24,1104,1,0,91,0.0
1787944591.27,114A,36,128,91,0.0
1787944591.28,010B,43,0,91,0.0
1787944591.31,114D,34,64,91,0.0
1787944591.33,0110,1,1,91,0.0
1787944591.34,1153,58,191,91,0.0
1787944591.38,1154,29,128,91,0.0
1787944591.38,010B,43,0,91,0.0
1787944591.41,1169,29,163,91,0.0
1787944591.44,1173,0,75,91,0.0
1787944591.47,1177,20,140,91,0.0
1787944591.48,010B,43,0,91,0.0
1787944591.50,1410,0,242,91,0.0
1787944591.54,1631,1,0,91,0.0
1787944591.57,1678,0,0,91,0.0
1787944591.58,010B,43,0,91,0.0
1787944591.60,1681,0,0,91,0.0
1787944591.63,16CD,0,0,91,0.0
1787944591.63,0110,1,8,91,0.0
1787944591.66,16CE,255,248,91,0.0
1787944591.68,010B,43,0,91,0.0
1787944591.69,16CF,13,70,91,0.0
1787944591.73,16E8,80,153,91,0.0
1787944591.73,0110,0,254,91,0.0
1787944591.76,16E9,0,117,91,0.0
1787944591.78,010B,43,0,91,0.0
1787944591.79,16F0,3,131,91,0.0
1787944591.82,1704,0,0,91,0.0
1787944591.83,0110,1,4,91,0.0
1787944591.85,1706,128,0,91,0.0
1787944591.88,010B,43,0,91,0.0
1787944591.89,1709,0,0,91,0.0
1787944591.93,1717,1,0,91,0.0
1787944591.93,0110,1,1,91,0.0
1787944591.96,1718,1,0,91,0.0
1787944591.98,010B,43,0,91,0.0
1787944591.99,1746,0,0,91,0.0
1787944592.02,1782,117,64,91,0.0
1787944592.03,0110,0,254,91,0.0
1787944592.05,1783,110,192,91,0.0
1787944592.08,010B,43,0,91,0.0
1787944592.09,17A0,30,0,91,0.0
1787944592.12,17A6,0,0,91,0.0
1787944592.13,0110,1,4,91,0.0
1787944592.15,17B0,19,0,91,0.0
1787944592.18,17B1,32,0,91,0.0
1787944592.22,17B2,4,0,91,0.0
1787944592.23,0110,1,4,91,0.0
1787944592.25,17B3,129,0,91,0.0
1787944592.28,17B5,80,0,91,0.0
1787944592.28,010B,43,0,91,0.0
1787944592.31,17B6,0,0,91,0.0
1787944592.33,0110,0,248,91,0.0
1787944592.34,17B8,239,0,91,0.0
1787944592.38,17BA,0,0,91,0.0
1787944592.42,17BB,0,0,91,0.0
1787944592.43,0110,0,254,91,0.0
1787944592.45,17BC,0,0,91,0.0
1787944592.48,17BD,62,0,91,0.0
1787944592.48,010B,43,0,91,0.0
1787944592.51,17BE,0,0,91,0.0
1787944592.53,0110,0,254,91,0.0
1787944592.54,17C1,234,0,91,0.0
1787944592.57,3201,23,112,91,0.0
1787944592.58,010B,43,0,91,0.0
1787944592.60,0105,131,0,91,0.0
1787944592.63,0110,0,254,91,0.0
1787944592.64,010F,109,0,91,0.0
1787944592.67,0110,0,248,91,0.0
1787944592.68,010B,43,0,91,0.0
1787944592.70,010B,43,0,91,0.0
1787944592.73,0110,1,1,91,0.0
1787944592.73,0106,126,0,91,0.0
1787944592.77,0107,130,0,91,0.0
1787944592.78,010B,43,0,91,0.0
1787944592.80,010E,143,0,91,0.0
1787944592.83,0142,53,33,91,0.0
1787944592.83,0110,1,1,91,0.0
1787944592.86,0000,190,63,91,0.0
1787944592.88,010B,43,0,91,0.0
1787944592.90,0002,0,0,91,0.0
1787944592.93,0003,2,0,91,0.0
1787944592.93,0110,1,1,91,0.0
1787944592.97,0005,131,0,91,0.0
1787944592.98,010B,43,0,91,0.0
