t,pid,b1,b2,coolant,speed
1788261419.92,0000,190,63,0,0.0
1788261419.94,0110,2,55,0,0.0
1788261419.96,0002,0,0,0,0.0
1788261419.99,0003,2,0,38,0.0
1788261420.02,0005,78,0,38,0.0
1788261420.04,0110,2,65,38,0.0
1788261420.05,0006,125,0,38,0.0
1788261420.08,0007,126,0,38,0.0
1788261420.09,010B,45,0,38,0.0
1788261420.12,000B,45,0,38,0.0
1788261420.14,0110,2,55,38,0.0
1788261420.15,000C,20,133,38,0.0
1788261420.18,000D,0,0,38,0.0
1788261420.19,010B,45,0,38,0.0
1788261420.21,000E,140,0,38,0.0
1788261420.24,0110,2,60,38,0.0
1788261420.24,0142,54,224,38,0.0
1788261420.24,000F,73,0,38,0.0
1788261420.28,0010,2,55,38,0.0
1788261420.29,010B,46,0,38,0.0
1788261420.31,0011,29,0,38,0.0
1788261420.34,0013,1,0,38,0.0
1788261420.37,001C,10,0,38,0.0
1788261420.39,010B,45,0,38,0.0
1788261420.40,001F,0,36,38,0.0
1788261420.44,0020,128,21,38,0.0
1788261420.48,0021,0,0,38,0.0
1788261420.49,010B,45,0,38,0.0
1788261420.51,002C,0,0,38,0.0
1788261420.54,002E,0,0,38,0.0
1788261420.57,0030,255,0,38,0.0
1788261420.59,010B,45,0,38,0.0
1788261420.60,003C,5,186,38,0.0
1788261420.64,0040,104,0,38,0.0
1788261420.64,1101,1,0,38,0.0
1788261420.67,0042,54,213,38,0.0
1788261420.69,010B,45,0,38,0.0
1788261420.70,0043,0,81,38,0.0
1788261420.73,0200,0,0,38,0.0
1788261420.74,0110,2,50,38,0.0
1788261420.74,1103,20,0,38,0.0
1788261420.77,0202,0,0,38,0.0
1788261420.79,010B,45,0,38,0.0
1788261420.80,0900,6,104,38,0.0
1788261420.84,0968,0,0,38,0.0
1788261420.84,0110,2,60,38,0.0
1788261420.87,096E,20,75,38,0.0
1788261420.89,010B,45,0,38,0.0
1788261420.90,097C,112,100,38,0.0
1788261420.93,098E,0,0,38,0.0
1788261420.94,0110,2,24,38,0.0
1788261420.96,1101,1,0,38,0.0
1788261420.99,010B,45,0,38,0.0
1788261421.00,1103,20,0,38,0.0
1788261421.03,1104,1,0,38,0.0
1788261421.04,0110,2,50,38,0.0
1788261421.06,114A,90,192,38,0.0
1788261421.09,010B,45,0,38,0.0
1788261421.09,114D,115,64,38,0.0
1788261421.12,1153,85,85,38,0.0
1788261421.14,0110,2,55,38,0.0
1788261421.16,1154,29,128,38,0.0
1788261421.19,010B,45,0,38,0.0
1788261421.20,1169,29,125,38,0.0
1788261421.23,1173,3,7,38,0.0
1788261421.24,0110,2,55,38,0.0
1788261421.24,17B3,88,0,38,0.0
1788261421.26,1177,26,84,38,0.0
1788261421.29,010B,45,0,38,0.0
1788261421.29,1410,1,94,38,0.0
1788261421.32,1631,1,0,38,0.0
1788261421.34,0110,2,55,38,0.0
1788261421.36,1678,0,0,38,0.0
1788261421.39,010B,45,0,38,0.0
1788261421.40,1681,0,0,38,0.0
1788261421.43,16CD,0,0,38,0.0
1788261421.44,0110,2,50,38,0.0
1788261421.46,16CE,0,0,38,0.0
1788261421.49,010B,45,0,38,0.0
