t,pid,b1,b2,coolant,speed
1787969347.79,0000,190,63,0,0.0
1787969347.80,0110,1,14,0,0.0
1787969347.83,0002,0,0,87,0.0
1787969347.85,010B,43,0,87,0.0
1787969347.86,0003,2,0,87,0.0
1787969347.89,0005,127,0,87,0.0
1787969347.90,0110,1,4,87,0.0
1787969347.92,0006,127,0,87,0.0
1787969347.95,0007,126,0,87,0.0
1787969347.99,000B,44,0,87,0.0
1787969348.00,0110,1,20,87,0.0
1787969348.03,000C,11,34,87,0.0
1787969348.06,000D,0,0,87,0.0
1787969348.09,000E,154,0,87,0.0
1787969348.10,0110,1,17,87,0.0
1787969348.12,000F,91,0,87,0.0
1787969348.15,0010,1,17,87,0.0
1787969348.19,0011,30,0,87,0.0
1787969348.20,0110,1,14,87,0.0
1787969348.22,0013,1,0,87,0.0
1787969348.25,001C,10,0,87,0.0
1787969348.29,001F,2,11,87,0.0
1787969348.30,0110,1,17,87,0.0
1787969348.31,17B3,113,0,87,0.0
1787969348.32,0020,128,21,87,0.0
1787969348.35,0021,0,0,87,0.0
1787969348.39,002C,0,0,87,0.0
1787969348.40,0110,1,17,87,0.0
1787969348.42,002E,36,0,87,0.0
1787969348.45,0030,255,0,87,0.0
1787969348.45,010B,45,0,87,0.0
1787969348.49,003C,20,189,87,0.0
1787969348.50,0110,1,20,87,0.0
1787969348.51,0040,104,0,87,0.0
1787969348.55,0042,53,52,87,0.0
1787969348.59,0043,0,73,87,0.0
1787969348.60,0110,1,17,87,0.0
1787969348.62,0200,0,0,87,0.0
1787969348.65,0202,0,0,87,0.0
1787969348.65,010B,45,0,87,0.0
1787969348.68,0900,6,94,87,0.0
1787969348.70,0110,1,8,87,0.0
1787969348.71,0968,0,0,87,0.0
1787969348.75,096E,11,78,87,0.0
1787969348.75,010B,45,0,87,0.0
1787969348.78,097C,110,185,87,0.0
1787969348.80,0110,1,24,87,0.0
1787969348.81,098E,0,0,87,0.0
1787969348.84,1101,1,0,87,0.0
1787969348.85,010B,45,0,87,0.0
1787969348.87,1103,4,0,87,0.0
1787969348.90,0110,1,14,87,0.0
1787969348.91,1104,1,0,87,0.0
1787969348.94,114A,58,0,87,0.0
1787969348.95,010B,45,0,87,0.0
1787969348.97,114D,37,192,87,0.0
1787969349.00,1153,59,99,87,0.0
1787969349.03,1154,29,128,87,0.0
1787969349.05,010B,45,0,87,0.0
1787969349.07,1169,29,147,87,0.0
1787969349.10,1173,0,165,87,0.0
1787969349.10,0110,1,8,87,0.0
1787969349.13,1177,20,160,87,0.0
1787969349.15,010B,45,0,87,0.0
1787969349.16,1410,1,64,87,0.0
1787969349.19,1631,1,0,87,0.0
1787969349.20,0110,1,4,87,0.0
1787969349.23,1678,0,0,87,0.0
1787969349.25,010B,45,0,87,0.0
1787969349.27,1681,0,0,87,0.0
1787969349.30,16CD,0,0,87,0.0
1787969349.30,0110,1,4,87,0.0
1787969349.33,16CE,255,245,87,0.0
