t,pid,b1,b2,coolant,speed
1788105483.16,010B,36,0,0,0.0
1788105483.16,0000,190,63,0,0.0
1788105483.20,0002,0,0,36,0.0
1788105483.21,0110,1,159,36,0.0
1788105483.23,0003,2,0,36,0.0
1788105483.26,0005,76,0,36,0.0
1788105483.29,0006,126,0,36,0.0
1788105483.31,0110,1,164,36,0.0
1788105483.32,0007,127,0,36,0.0
1788105483.36,000B,36,0,36,0.0
1788105483.39,000C,20,2,36,0.0
1788105483.41,0110,1,168,36,0.0
1788105483.42,000D,0,0,36,0.0
1788105483.45,000E,142,0,36,0.0
1788105483.46,010B,36,0,36,0.0
1788105483.48,000F,67,0,36,0.0
1788105483.51,0110,1,168,36,0.0
1788105483.52,0010,1,172,36,0.0
1788105483.56,0011,29,0,36,0.0
1788105483.59,0013,1,0,36,0.0
1788105483.61,0110,1,177,36,0.0
1788105483.62,001C,10,0,36,0.0
1788105483.65,001F,0,52,36,0.0
1788105483.66,010B,36,0,36,0.0
1788105483.68,0020,128,21,36,0.0
1788105483.71,0110,1,168,36,0.0
1788105483.72,0021,0,0,36,0.0
1788105483.75,002C,0,0,36,0.0
1788105483.76,010B,36,0,36,0.0
1788105483.78,002E,0,0,36,0.0
1788105483.81,0110,1,159,36,0.0
1788105483.81,17B3,82,0,36,0.0
1788105483.84,003C,6,88,36,0.0
1788105483.86,010B,36,0,36,0.0
1788105483.88,0040,104,0,36,0.0
1788105483.91,0110,1,151,36,0.0
1788105483.92,0042,55,103,36,0.0
1788105483.95,0043,0,62,36,0.0
1788105483.96,010B,36,0,36,0.0
1788187424.64,0200,0,0,36,0.0
1788187424.66,0110,1,164,36,0.0
1788187424.67,0202,0,0,36,0.0
1788187424.70,0900,5,185,36,0.0
1788187424.71,010B,36,0,36,0.0
1788187424.73,0968,0,0,36,0.0
1788187424.77,096E,19,195,36,0.0
1788187424.80,097C,113,131,36,0.0
1788187424.81,010B,36,0,36,0.0
1788187424.83,098E,0,0,36,0.0
1788187424.86,1101,0,0,36,0.0
1788187424.86,0110,1,159,36,0.0
1788187424.89,1103,16,0,36,0.0
1788187424.91,010B,36,0,36,0.0
1788187424.93,1104,0,0,36,0.0
1788187424.97,114A,105,0,36,0.0
